Instances,feature_ nvarsOrig,feature_ nclausesOrig,feature_ nvars,feature_ nclauses,feature_ reducedVars,feature_ reducedClauses,feature_ vars.clauses.ratio,feature_ POSNEG.RATIO.CLAUSE.mean,feature_ POSNEG.RATIO.CLAUSE.coeff.variation,feature_ POSNEG.RATIO.CLAUSE.min,feature_ POSNEG.RATIO.CLAUSE.max,feature_ POSNEG.RATIO.CLAUSE.entropy,feature_ VCG.CLAUSE.mean,feature_ VCG.CLAUSE.coeff.variation,feature_ VCG.CLAUSE.min,feature_ VCG.CLAUSE.max,feature_ VCG.CLAUSE.entropy,feature_ UNARY,feature_ BINARY.,feature_ TRINARY.,feature_ VCG.VAR.mean,feature_ VCG.VAR.coeff.variation,feature_ VCG.VAR.min,feature_ VCG.VAR.max,feature_ VCG.VAR.entropy,feature_ POSNEG.RATIO.VAR.mean,feature_ POSNEG.RATIO.VAR.stdev,feature_ POSNEG.RATIO.VAR.min,feature_ POSNEG.RATIO.VAR.max,feature_ POSNEG.RATIO.VAR.entropy,feature_ HORNY.VAR.mean,feature_ HORNY.VAR.coeff.variation,feature_ HORNY.VAR.min,feature_ HORNY.VAR.max,feature_ HORNY.VAR.entropy,feature_ horn.clauses.fraction,feature_ VG.mean,feature_ VG.coeff.variation,feature_ VG.min,feature_ VG.max,feature_ CG.mean,feature_ CG.coeff.variation,feature_ CG.min,feature_ CG.max,feature_ CG.entropy,feature_ cluster.coeff.mean,feature_ cluster.coeff.coeff.variation,feature_ cluster.coeff.min,feature_ cluster.coeff.max,feature_ cluster.coeff.entropy,algo_abcdsat_r18,algo_CaDiCaL,algo_Candy,algo_cms55-main-all4fixed,algo_COMiniSatPS_Pulsar_drup,algo_expGlucose,algo_expMC_LRB_VSIDS_Switch,algo_expMC_LRB_VSIDS_Switch_2500,algo_expMC_VSIDS_LRB_Switch_2500,algo_GHackCOMSPS_drup,algo_glu_mix,algo_Glucose_Hack_Kiel_fastBVE,algo_glucose-3.0_PADC_10,algo_glucose-3.0_PADC_3,algo_glucose3.0,algo_glucose4.2.1,algo_gluHack,algo_inIDGlucose,algo_Lingeling,algo_Maple_CM,algo_Maple_CM_Dist,algo_Maple_CM_ordUIP,algo_Maple_CM_ordUIP+,algo_Maple_LCM_M1,algo_Maple_LCM_Scavel_200_fix2,algo_Maple_LCM_Scavel_fix2,algo_Maple_LCM+BCrestart,algo_Maple_LCM+BCrestart_M1,algo_MapleCOMSPS_CHB_VSIDS_drup,algo_MapleCOMSPS_LRB_VSIDS_2_fix,algo_MapleCOMSPS_LRB_VSIDS_drup,algo_MapleLCMDistChronoBT,algo_Minisat-v2.2.0-106-ge2dd095,algo_Riss7.1-fix,algo_smallsat,algo_Sparrow2Riss-2018-fixfix,algo_YalSAT
sat/20180321_140833987_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.495833333,0.577268723,0.333333333,1.0,0.555364064,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.061167774,0.008928571,0.010714286,0.885916109,0.030681818,0.042987001,0.0,0.090909091,0.6393633,0.004612165,0.284312854,0.001785714,0.008928571,1.776075739,0.491964286,0.01875,0.061167774,0.017857143,0.021428571,0.014072066,0.048182367,0.013392857,0.016071429,1.078514546,0.119564959,0.044048762,0.105263158,0.125,0.770574424,NaN,118.199986,NaN,NaN,NaN,NaN,NaN,1545.64302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,692.686043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3660.634746,NaN,NaN,NaN,NaN,NaN,520.8980072
sat/20180322_164223076_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.505952381,0.577190427,0.333333333,1.0,0.571933251,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.061167774,0.008928571,0.010714286,0.885916109,0.030681818,0.042987001,0.0,0.090909091,0.6393633,0.004737723,0.301307982,0.000892857,0.008928571,1.868276491,0.505357143,0.01875,0.061167774,0.017857143,0.021428571,0.014072066,0.046973595,0.013392857,0.016071429,1.063556319,0.119554209,0.043141724,0.105263158,0.125,0.743450231,NaN,NaN,NaN,NaN,NaN,4278.876101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,451.7035229,NaN,396.894207,443.7299311,NaN,2152.395474,NaN,NaN,556.3558888,1510.633594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.317353964
sat/20180322_164224543_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.508333333,0.577039866,0.333333333,1.0,0.57565563,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.05976143,0.008928571,0.010714286,0.876511758,0.032386364,0.043535484,0.0,0.090909091,0.651230015,0.004494978,0.291386788,0.000892857,0.008035714,1.794775765,0.479464286,0.01875,0.05976143,0.017857143,0.021428571,0.014067283,0.046026562,0.013392857,0.016071429,1.047941264,0.119584078,0.042411262,0.105263158,0.125,0.7218007,1800.604022,NaN,NaN,NaN,3225.518549,NaN,NaN,935.0817058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1483.317632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,389.424999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.85683012
sat/20180322_164226378_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.497619048,0.577323834,0.333333333,1.0,0.558377407,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.058805186,0.008928571,0.010714286,0.868934372,0.033522727,0.043860545,0.0,0.090909091,0.658287057,0.004654018,0.282841493,0.0,0.008035714,1.795769184,0.496428571,0.01875,0.058805186,0.017857143,0.021428571,0.014064094,0.045803023,0.013392857,0.016071429,1.044116702,0.119607306,0.042180838,0.105263158,0.125,0.725165165,1405.139398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.062966108
sat/20180322_164226661_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.494642857,0.577214812,0.333333333,1.0,0.553333563,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.063887656,0.008928571,0.010714286,0.897945725,0.027272727,0.041659779,0.0,0.090909091,0.610864302,0.004804687,0.279033436,0.000892857,0.009821429,1.806863625,0.5125,0.01875,0.063887656,0.017857143,0.021428571,0.014081633,0.047610388,0.013392857,0.016071429,1.073375173,0.119484641,0.043828106,0.105263158,0.125,0.730973759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2563.889155,NaN,NaN,3567.445316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.58516407,1709.018449,NaN,1853.678436,NaN,0.108160973
sat/20180322_164238439_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.495833333,0.577268723,0.333333333,1.0,0.555364064,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.061629424,0.008928571,0.010714286,0.888541462,0.030113636,0.042787524,0.0,0.090909091,0.635060336,0.004654018,0.258181071,0.000892857,0.008035714,1.7096629,0.496428571,0.01875,0.061629424,0.017857143,0.021428571,0.014073661,0.047763143,0.013392857,0.016071429,1.07429764,0.119548527,0.043745168,0.105263158,0.125,0.760502452,2459.751327,4467.012433,NaN,NaN,3224.433778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1611.310439,NaN,NaN,NaN,NaN,NaN,232.5033898,NaN,201.3231668,228.8256021,NaN,NaN,1798.105635,NaN,NaN,NaN,2889.254313,NaN,NaN,3901.546407,NaN,2711.775202,NaN,0.016957045
sat/20180322_164241329_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.503571429,0.577292186,0.333333333,1.0,0.568144397,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.062542503,0.008928571,0.010714286,0.893042896,0.028977273,0.042362899,0.0,0.090909091,0.62592365,0.004654018,0.278745389,0.000892857,0.008928571,1.78269964,0.496428571,0.01875,0.062542503,0.017857143,0.021428571,0.014076849,0.047446159,0.013392857,0.016071429,1.071565964,0.119520423,0.043539785,0.105263158,0.125,0.74994695,NaN,NaN,NaN,NaN,NaN,159.209954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,680.9732032,NaN,2212.625881,NaN,2789.855635,NaN,NaN,NaN,4201.354286,NaN,NaN,0.505407095
sat/20180322_164241842_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.497619048,0.577323834,0.333333333,1.0,0.558377407,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.058805186,0.008928571,0.010714286,0.868934372,0.033522727,0.043860545,0.0,0.090909091,0.658287057,0.004729353,0.256087296,0.000892857,0.008035714,1.715937231,0.504464286,0.01875,0.058805186,0.017857143,0.021428571,0.014064094,0.047952407,0.013392857,0.016071429,1.073769912,0.119626694,0.043888283,0.105263158,0.125,0.760690888,862.428432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.60006404,2209.277885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,564.8990481,2292.20273,1602.146613,NaN,2829.720597,1006.302252,NaN,NaN,NaN,NaN,NaN,NaN,0.3754251
sat/20180322_164245263_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.511904762,0.576725431,0.333333333,1.0,0.581115838,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.059285236,0.008928571,0.010714286,0.87285658,0.032954545,0.04370201,0.0,0.090909091,0.654843055,0.004746094,0.285522492,0.001785714,0.008035714,1.816734288,0.50625,0.01875,0.059285236,0.017857143,0.021428571,0.014065689,0.047075754,0.013392857,0.016071429,1.06268946,0.119606231,0.043244503,0.105263158,0.125,0.739408124,629.652653,NaN,1044.107889,NaN,NaN,NaN,NaN,205.4852002,NaN,NaN,NaN,NaN,NaN,1872.736199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2328.209046,NaN,NaN,NaN,NaN,NaN,423.8589852,25.86033392,NaN,NaN,NaN,0.412582874
sat/20180326_095801070_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.49047619,0.576914739,0.333333333,1.0,0.546089317,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.061629424,0.008928571,0.010714286,0.888541462,0.030113636,0.042787524,0.0,0.090909091,0.635060336,0.004654018,0.270792148,0.001785714,0.008035714,1.756275017,0.496428571,0.01875,0.061629424,0.017857143,0.021428571,0.014073661,0.047913384,0.013392857,0.016071429,1.076418208,0.119549986,0.04387821,0.105263158,0.125,0.761076033,1235.345136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,677.9823942,2752.913174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,586.115809,1076.327511,NaN,3579.049594,893.9119959,257.9025781,NaN,3437.495198,NaN,NaN,NaN,0.61401701
sat/20180326_095804286_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.506547619,0.577157309,0.333333333,1.0,0.572870054,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.059285236,0.008928571,0.010714286,0.87285658,0.032954545,0.04370201,0.0,0.090909091,0.654843055,0.004645647,0.281767469,0.000892857,0.008928571,1.775575129,0.495535714,0.01875,0.059285236,0.017857143,0.021428571,0.014065689,0.046999268,0.013392857,0.016071429,1.061424761,0.119605616,0.043197629,0.105263158,0.125,0.735961885,1686.93323,NaN,NaN,295.716064,NaN,NaN,NaN,269.791332,NaN,3229.583084,NaN,NaN,NaN,NaN,NaN,298.1226151,NaN,NaN,278.6822319,NaN,NaN,NaN,NaN,NaN,NaN,2236.777532,NaN,534.8815711,2174.132657,NaN,NaN,NaN,179.996938,NaN,326.9652369,NaN,0.467508078
sat/20180326_095804936_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.489880952,0.576857376,0.333333333,1.0,0.545036815,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.062542503,0.008928571,0.010714286,0.893042896,0.028977273,0.042362899,0.0,0.090909091,0.62592365,0.004779576,0.275321606,0.001785714,0.008928571,1.796972512,0.509821429,0.01875,0.062542503,0.017857143,0.021428571,0.014076849,0.048642385,0.013392857,0.016071429,1.087003718,0.119531864,0.044558988,0.105263158,0.125,0.760180957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3300.386263,630.233742,2405.000896,1786.455524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.922758102
sat/20180326_095805836_p_cnf_320_1120.cnf.bz2,320.0,1120.0,320.0,1120.0,0.0,0.0,0.285714286,0.491666667,0.577018459,0.333333333,1.0,0.548181056,0.009375,0.0,0.009375,0.009375,0.0,0.0,0.0,1.0,0.009375,0.06023386,0.008928571,0.010714286,0.879904293,0.031818182,0.043360873,0.0,0.090909091,0.647446639,0.004679129,0.296087669,0.001785714,0.008928571,1.845521713,0.499107143,0.01875,0.06023386,0.017857143,0.021428571,0.014068878,0.048419275,0.013392857,0.016071429,1.078989104,0.119592333,0.044183606,0.105263158,0.125,0.779954019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,352.6223581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2075.643846,NaN,1642.397482,2062.118066,764.0550001,NaN,1588.656771,NaN,NaN,NaN,NaN,NaN,4.454154015,2301.879535,NaN,NaN,NaN,5.254689932
sat/5or7mod8.rules.7-7.cnf.bz2,131369.0,855596.0,115628.0,834764.0,0.136134846,0.024955556,0.138515796,0.290054124,0.866469594,0.0,1.0,0.917235758,2.3033e-05,0.200955544,1.7297e-05,7.7836e-05,0.7356322,0.0,0.359018836,0.985400664,2.3033e-05,3.337315061,7.188e-06,0.001305758,2.228919446,0.145814955,0.125908997,0.0,0.8,2.354660799,1.4537e-05,3.296503391,3.594e-06,0.000795434,1.958348501,0.679950261,2.4577e-05,3.455201005,5.99e-06,0.001580087,-1.0,0.0,-1.0,0.0,-512.0,-1.0,0.0,-1.0,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4999.930004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
