Instances,feature_ Frac_Neg_Body,feature_ Frac_Pos_Body,feature_ Frac_Unary_Rules,feature_ Frac_Binary_Rules,feature_ Frac_Ternary_Rules,feature_ Frac_Integrity_Rules,feature_ Tight,feature_ Problem_Variables,feature_ Free_Problem_Variables,feature_ Assigned_Problem_Variables,feature_ Constraints,feature_ Constraints/Vars,feature_ Created_Bodies,feature_ Program_Atoms,feature_ SCCS,feature_ Nodes_in_Positive_BADG,feature_ Rules,feature_ Normal_Rules,feature_ Cardinality_Rules,feature_ Choice_Rules,feature_ Weight_Rules,feature_ Frac_Normal_Rules,feature_ Frac_Cardinality_Rules,feature_ Frac_Choice_Rules,feature_ Frac_Weight_Rules,feature_ Equivalences,feature_ AtomAtom_Equivalences,feature_ BodyBody_Equivalences,feature_ Other_Equivalences,feature_ Frac_AtomAtom_Equivalences,feature_ Frac_BodyBody_Equivalences,feature_ Frac_Other_Equivalences,feature_ Binary_Constraints,feature_ Ternary_Constraints,feature_ Other_Constraints,feature_ Frac_Binary_Constraints,feature_ Frac_Ternary_Constraints,feature_ Frac_Other_Constraints,feature_ Choices1,feature_ Conflicts/Choices1,feature_ Avg_Conflict_Levels1,feature_ Avg_LBD_Levels1,feature_ Learnt_from_Conflict1,feature_ Learnt_from_Loop1,feature_ Frac_Learnt_from_Conflict1,feature_ Frac_Learnt_from_Loop1,feature_ Literals_in_Conflict_Nogoods1,feature_ Literals_in_Loop_Nogoods1,feature_ Frac_Literals_in_Conflict_Nogoods1,feature_ Frac_Literals_in_Loop_Nogoods1,feature_ Removed_Nogoods1,feature_ Learnt_Binary1,feature_ Learnt_Ternary1,feature_ Learnt_Others1,feature_ Frac_Removed_Nogood1,feature_ Frac_Learnt_Binary1,feature_ Frac_Learnt_Ternary1,feature_ Frac_Learnt_Others1,feature_ Skipped_Levels_while_Backjumping1,feature_ Avg_Skipped_Levels_while_Backjumping1,feature_ Longest_Backjumping1,feature_ Running_Avg_Conflictlevel1,feature_ Running_Avg_LBD1,feature_ Choices2,feature_ Conflicts/Choices2,feature_ Avg_Conflict_Levels2,feature_ Avg_LBD_Levels2,feature_ Learnt_from_Conflict2,feature_ Learnt_from_Loop2,feature_ Frac_Learnt_from_Conflict2,feature_ Frac_Learnt_from_Loop2,feature_ Literals_in_Conflict_Nogoods2,feature_ Literals_in_Loop_Nogoods2,feature_ Frac_Literals_in_Conflict_Nogoods2,feature_ Frac_Literals_in_Loop_Nogoods2,feature_ Removed_Nogoods2,feature_ Learnt_Binary2,feature_ Learnt_Ternary2,feature_ Learnt_Others2,feature_ Frac_Removed_Nogood2,feature_ Frac_Learnt_Binary2,feature_ Frac_Learnt_Ternary2,feature_ Frac_Learnt_Others2,feature_ Skipped_Levels_while_Backjumping2,feature_ Avg_Skipped_Levels_while_Backjumping2,feature_ Longest_Backjumping2,feature_ Running_Avg_Conflictlevel2,feature_ Running_Avg_LBD2,feature_ Choices3,feature_ Conflicts/Choices3,feature_ Avg_Conflict_Levels3,feature_ Avg_LBD_Levels3,feature_ Learnt_from_Conflict3,feature_ Learnt_from_Loop3,feature_ Frac_Learnt_from_Conflict3,feature_ Frac_Learnt_from_Loop3,feature_ Literals_in_Conflict_Nogoods3,feature_ Literals_in_Loop_Nogoods3,feature_ Frac_Literals_in_Conflict_Nogoods3,feature_ Frac_Literals_in_Loop_Nogoods3,feature_ Removed_Nogoods3,feature_ Learnt_Binary3,feature_ Learnt_Ternary3,feature_ Learnt_Others3,feature_ Frac_Removed_Nogood3,feature_ Frac_Learnt_Binary3,feature_ Frac_Learnt_Ternary3,feature_ Frac_Learnt_Others3,feature_ Skipped_Levels_while_Backjumping3,feature_ Avg_Skipped_Levels_while_Backjumping3,feature_ Longest_Backjumping3,feature_ Running_Avg_Conflictlevel3,feature_ Running_Avg_LBD3,feature_ Choices4,feature_ Conflicts/Choices4,feature_ Avg_Conflict_Levels4,feature_ Avg_LBD_Levels4,feature_ Learnt_from_Conflict4,feature_ Learnt_from_Loop4,feature_ Frac_Learnt_from_Conflict4,feature_ Frac_Learnt_from_Loop4,feature_ Literals_in_Conflict_Nogoods4,feature_ Literals_in_Loop_Nogoods4,feature_ Frac_Literals_in_Conflict_Nogoods4,feature_ Frac_Literals_in_Loop_Nogoods4,feature_ Removed_Nogoods4,feature_ Learnt_Binary4,feature_ Learnt_Ternary4,feature_ Learnt_Others4,feature_ Frac_Removed_Nogood4,feature_ Frac_Learnt_Binary4,feature_ Frac_Learnt_Ternary4,feature_ Frac_Learnt_Others4,feature_ Skipped_Levels_while_Backjumping4,feature_ Avg_Skipped_Levels_while_Backjumping4,feature_ Longest_Backjumping4,feature_ Running_Avg_Conflictlevel4,feature_ Running_Avg_LBD4,algo_clasp/2.1.3/h10-n1,algo_clasp/2.1.3/h8-n1,algo_clasp/2.1.3/h1-n1,algo_clasp/2.1.3/h3-n1,algo_clasp/2.1.3/h11-n1,algo_clasp/2.1.3/h7-n1,algo_clasp/2.1.3/h6-n1,algo_clasp/2.1.3/h2-n1,algo_clasp/2.1.3/h9-n1,algo_clasp/2.1.3/h5-n1,algo_clasp/2.1.3/h4-n1
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=13.gz,0.0111,0.9972,0.0055,0.0057,0.9804,0.2628,1.0,37825.0,19968.0,17857.0,107200.0,2.8341,30529.0,8438.0,0.0,0.0,67957.0,67381.0,384.0,192.0,0.0,0.9915,0.0057,0.0028,0.0,1898.0,372.0,0.0,1526.0,0.196,0.0,0.804,91200.0,12288.0,3712.0,0.8507,0.1146,0.0346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.286924,5.19071,0.262751,25.6871,0.28466,0.370189,0.390009,0.462138,0.688543,1.13454,0.306489
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=14.gz,0.0107,0.9973,0.0053,0.0054,0.9812,0.293,1.0,40993.0,20224.0,20769.0,110368.0,2.6924,33441.0,8695.0,0.0,0.0,70870.0,70294.0,384.0,192.0,0.0,0.9919,0.0054,0.0027,0.0,1900.0,373.0,0.0,1527.0,0.1963,0.0,0.8037,94112.0,12288.0,3968.0,0.8527,0.1113,0.036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.306907,5.88165,0.208458,30.2172,0.298263,0.475495,0.402701,0.413229,0.723306,1.07262,0.315974
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=15.gz,0.0103,0.9974,0.0051,0.0052,0.982,0.323,1.0,44385.0,20480.0,23905.0,113760.0,2.563,36577.0,8952.0,0.0,0.0,74007.0,73431.0,384.0,192.0,0.0,0.9922,0.0052,0.0026,0.0,1902.0,374.0,0.0,1528.0,0.1966,0.0,0.8034,97248.0,12288.0,4224.0,0.8549,0.108,0.0371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33856,5.45386,0.18751,21.9787,0.359811,0.501394,0.433004,0.459712,0.76418,1.14384,0.322533
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=10.gz,0.0101,0.9974,0.0049,0.0052,0.9821,0.144,1.0,43255.0,29808.0,13447.0,154467.0,3.5711,33616.0,11069.0,0.0,0.0,93364.0,92635.0,486.0,243.0,0.0,0.9922,0.0052,0.0026,0.0,2372.0,456.0,0.0,1916.0,0.1922,0.0,0.8078,131058.0,19683.0,3726.0,0.8485,0.1274,0.0241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46713,8.83259,0.243653,51.5509,0.433335,0.82977,0.645521,0.677235,1.21889,2.11252,0.457221
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=12.gz,0.0095,0.9976,0.0046,0.0049,0.9832,0.1961,1.0,49951.0,30456.0,19495.0,161163.0,3.2264,39664.0,11719.0,0.0,0.0,99414.0,98685.0,486.0,243.0,0.0,0.9927,0.0049,0.0024,0.0,2376.0,458.0,0.0,1918.0,0.1928,0.0,0.8072,137106.0,19683.0,4374.0,0.8507,0.1221,0.0271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.499626,10.0032,0.261524,45.6689,0.50043,0.695117,0.718576,0.740412,1.27241,1.94913,0.52051
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=15.gz,0.0086,0.9978,0.0042,0.0044,0.9848,0.2777,1.0,62155.0,31428.0,30727.0,173367.0,2.7893,50896.0,12694.0,0.0,0.0,110649.0,109920.0,486.0,243.0,0.0,0.9934,0.0044,0.0022,0.0,2382.0,461.0,0.0,1921.0,0.1935,0.0,0.8065,148338.0,19683.0,5346.0,0.8556,0.1135,0.0308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.475518,11.5555,0.298712,50.6408,0.49606,0.624358,0.683397,0.727796,1.36972,2.115,0.521495
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=8.gz,0.0106,0.9973,0.0051,0.0055,0.9811,0.0966,1.0,37711.0,29160.0,8551.0,148923.0,3.9491,28720.0,10419.0,0.0,0.0,88466.0,87737.0,486.0,243.0,0.0,0.9918,0.0055,0.0027,0.0,2368.0,454.0,0.0,1914.0,0.1917,0.0,0.8083,126162.0,19683.0,3078.0,0.8472,0.1322,0.0207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.452976,8.96306,0.216274,40.4246,0.451621,0.501957,0.673144,0.659125,1.1567,1.87466,0.491875
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a2.9.32.asp.gz,0.016,0.9656,0.0139,0.9534,0.0324,0.0002,1.0,1373.0,1216.0,157.0,15010.0,10.9323,522.0,1633.0,0.0,0.0,13494.0,13490.0,2.0,1.0,1.0,0.9997,0.0001,0.0001,0.0001,1532.0,233.0,10.0,1289.0,0.1521,0.0065,0.8414,13664.0,483.0,863.0,0.9103,0.0322,0.0575,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,96.0,1.0,1.0,1.0,96.0,0.0,1.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,96.0,1.0,1.0,0.96,0.96,128.0,1.0,1.0,1.0,128.0,0.0,1.0,0.0,128.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,1.0,128.0,1.0,1.0,1.0,1.0,0.683873,6.48251,0.451078,3.94516,2.49157,5.2419,5.0157,0.423744,12.1764,0.433411,4.66017
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.0.asp.gz,0.0076,0.9775,0.0068,0.9713,0.0218,0.0001,1.0,3718.0,3714.0,4.0,59855.0,16.0987,1341.0,4218.0,0.0,0.0,55479.0,55475.0,2.0,1.0,1.0,0.9999,0.0,0.0,0.0,3634.0,457.0,18.0,3159.0,0.1258,0.005,0.8693,56180.0,1280.0,2395.0,0.9386,0.0214,0.04,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,66.0,0.9697,1.125,1.125,64.0,0.0,1.0,0.0,111.0,0.0,1.0,0.0,0.0,0.0,3.0,61.0,0.0,0.0,0.0469,0.9531,64.0,1.0,1.0,0.72,0.72,105.0,0.9143,3.4062,3.25,96.0,0.0,1.0,0.0,493.0,0.0,1.0,0.0,0.0,0.0,3.0,93.0,0.0,0.0,0.0312,0.9688,96.0,1.0,1.0,3.27,3.12,141.0,0.9078,3.8047,3.6094,128.0,0.0,1.0,0.0,1035.0,0.0,1.0,0.0,0.0,0.0,3.0,125.0,0.0,0.0,0.0234,0.9766,128.0,1.0,1.0,4.59,4.34,0.595881,NaN,4.60318,NaN,0.581157,416.824,0.702141,0.658866,1.23986,0.770827,592.727
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.2.asp.gz,0.0076,0.9775,0.0068,0.9713,0.0218,0.0001,1.0,3718.0,3714.0,4.0,59855.0,16.0987,1341.0,4218.0,0.0,0.0,55479.0,55475.0,2.0,1.0,1.0,0.9999,0.0,0.0,0.0,3634.0,457.0,18.0,3159.0,0.1258,0.005,0.8693,56180.0,1280.0,2395.0,0.9386,0.0214,0.04,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,66.0,0.9697,1.125,1.125,64.0,0.0,1.0,0.0,111.0,0.0,1.0,0.0,0.0,0.0,3.0,61.0,0.0,0.0,0.0469,0.9531,64.0,1.0,1.0,0.72,0.72,105.0,0.9143,3.4062,3.125,96.0,0.0,1.0,0.0,559.0,0.0,1.0,0.0,0.0,0.0,3.0,93.0,0.0,0.0,0.0312,0.9688,96.0,1.0,1.0,3.27,3.0,141.0,0.9078,3.8047,3.5469,128.0,0.0,1.0,0.0,1062.0,0.0,1.0,0.0,0.0,0.0,3.0,125.0,0.0,0.0,0.0234,0.9766,128.0,1.0,1.0,4.59,4.26,0.647175,NaN,3.72663,NaN,0.567288,418.717,0.677791,0.648193,1.17649,0.759036,427.88
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.0.tweaked.3.asp.gz,0.007,0.9795,0.0064,0.9737,0.0199,0.0,1.0,4702.0,4698.0,4.0,82744.0,17.5976,1681.0,5329.0,0.0,0.0,77191.0,77187.0,2.0,1.0,1.0,0.9999,0.0,0.0,0.0,4563.0,579.0,21.0,3963.0,0.1269,0.0046,0.8685,78090.0,1619.0,3035.0,0.9438,0.0196,0.0367,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,98.0,0.9796,1.1875,1.1875,96.0,0.0,1.0,0.0,161.0,0.0,1.0,0.0,0.0,0.0,7.0,89.0,0.0,0.0,0.0729,0.9271,96.0,1.0,1.0,1.14,1.14,140.0,0.9143,3.6406,2.9062,128.0,0.0,1.0,0.0,880.0,0.0,1.0,0.0,0.0,0.0,7.0,121.0,0.0,0.0,0.0547,0.9453,128.0,1.0,1.0,4.38,3.44,0.313282,NaN,0.11482,NaN,0.302845,57.7383,0.397489,0.417449,0.733615,0.572101,92.9946
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.4.asp.gz,0.007,0.9795,0.0064,0.9737,0.0199,0.0,1.0,4702.0,4698.0,4.0,82744.0,17.5976,1681.0,5329.0,0.0,0.0,77191.0,77187.0,2.0,1.0,1.0,0.9999,0.0,0.0,0.0,4563.0,579.0,21.0,3963.0,0.1269,0.0046,0.8685,78090.0,1619.0,3035.0,0.9438,0.0196,0.0367,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,98.0,0.9796,1.1875,1.1875,96.0,0.0,1.0,0.0,158.0,0.0,1.0,0.0,0.0,0.0,8.0,88.0,0.0,0.0,0.0833,0.9167,96.0,1.0,1.0,1.14,1.14,140.0,0.9143,3.8828,3.3516,128.0,0.0,1.0,0.0,920.0,0.0,1.0,0.0,0.0,0.0,8.0,120.0,0.0,0.0,0.0625,0.9375,128.0,1.0,1.0,4.69,4.01,0.315424,NaN,0.0857719,NaN,0.429643,42.656,0.41127,0.424331,0.685885,0.566707,85.4061
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.5.asp.gz,0.007,0.9795,0.0064,0.9737,0.0199,0.0,1.0,4702.0,4698.0,4.0,82744.0,17.5976,1681.0,5329.0,0.0,0.0,77191.0,77187.0,2.0,1.0,1.0,0.9999,0.0,0.0,0.0,4563.0,579.0,21.0,3963.0,0.1269,0.0046,0.8685,78090.0,1619.0,3035.0,0.9438,0.0196,0.0367,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,98.0,0.9796,1.1875,1.1875,96.0,0.0,1.0,0.0,160.0,0.0,1.0,0.0,0.0,0.0,8.0,88.0,0.0,0.0,0.0833,0.9167,96.0,1.0,1.0,1.14,1.14,141.0,0.9149,3.9457,3.4806,129.0,0.0,1.0,0.0,942.0,0.0,1.0,0.0,0.0,0.0,8.0,121.0,0.0,0.0,0.062,0.938,129.0,1.0,1.0,4.8,4.2,0.315912,NaN,0.105237,NaN,0.296515,60.4674,0.414737,0.453207,0.806417,0.595241,112.58
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.5.tweaked.5.asp.gz,0.007,0.9795,0.0064,0.9737,0.0199,0.0,1.0,4702.0,4698.0,4.0,82744.0,17.5976,1681.0,5329.0,0.0,0.0,77191.0,77187.0,2.0,1.0,1.0,0.9999,0.0,0.0,0.0,4563.0,579.0,21.0,3963.0,0.1269,0.0046,0.8685,78090.0,1619.0,3035.0,0.9438,0.0196,0.0367,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,98.0,0.9796,1.1875,1.1875,96.0,0.0,1.0,0.0,158.0,0.0,1.0,0.0,0.0,0.0,8.0,88.0,0.0,0.0,0.0833,0.9167,96.0,1.0,1.0,1.14,1.14,140.0,0.9143,3.8828,3.1406,128.0,0.0,1.0,0.0,790.0,0.0,1.0,0.0,0.0,0.0,8.0,120.0,0.0,0.0,0.0625,0.9375,128.0,1.0,1.0,4.69,3.74,0.492881,NaN,0.114555,NaN,0.436834,205.125,0.470041,0.612413,0.613378,0.57662,82.2445
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a8.7.3.asp.gz,0.0213,0.9563,0.0186,0.9398,0.0411,0.0004,1.0,1034.0,958.0,76.0,9243.0,8.9391,401.0,1257.0,0.0,0.0,8126.0,8122.0,2.0,1.0,1.0,0.9995,0.0002,0.0001,0.0001,1222.0,202.0,16.0,1004.0,0.1653,0.0131,0.8216,8230.0,368.0,645.0,0.8904,0.0398,0.0698,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,96.0,1.0,1.0,1.0,96.0,0.0,1.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,96.0,1.0,1.0,0.96,0.96,128.0,1.0,1.0,1.0,128.0,0.0,1.0,0.0,128.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,1.0,128.0,1.0,1.0,1.0,1.0,0.160511,2.4028,0.138166,1.12644,0.117973,1.26998,0.16975,0.139726,0.112098,0.113979,0.930629
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a9.8.71.asp.gz,0.022,0.9582,0.0187,0.9421,0.0386,0.0004,1.0,866.0,702.0,164.0,7936.0,9.164,341.0,1053.0,0.0,0.0,7015.0,7011.0,2.0,1.0,1.0,0.9994,0.0003,0.0001,0.0001,1029.0,165.0,7.0,857.0,0.1603,0.0068,0.8328,7092.0,313.0,531.0,0.8936,0.0394,0.0669,32.0,1.0,1.0,1.0,32.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,32.0,1.0,1.0,0.32,0.32,64.0,1.0,1.0,1.0,64.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.64,0.64,96.0,1.0,1.0,1.0,96.0,0.0,1.0,0.0,96.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,96.0,1.0,1.0,0.96,0.96,128.0,1.0,1.0,1.0,128.0,0.0,1.0,0.0,128.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,1.0,128.0,1.0,1.0,1.0,1.0,0.12888,0.225928,0.0324991,0.190674,0.112024,0.149979,0.17124,0.0777899,0.0839479,0.061486,0.112258
