,CV
738,8
739,3
740,9
741,2
742,7
743,4
744,2
745,7
746,3
747,5
748,7
749,3
750,7
751,2
752,7
753,9
754,9
755,5
756,4
757,1
758,2
759,1
760,4
761,2
762,5
763,2
764,6
765,8
766,9
767,8
768,1
769,1
770,3
771,1
772,6
773,4
774,5
775,8
776,5
777,4
778,5
779,2
780,3
781,4
782,5
783,5
784,6
785,1
786,8
787,4
788,10
789,4
790,8
791,9
792,4
793,1
794,7
795,10
796,7
797,10
798,6
799,3
800,10
801,10
802,10
803,4
804,8
805,9
806,6
807,1
808,9
809,7
810,6
811,6
812,2
813,1
814,8
815,1
816,9
817,3
818,3
819,3
820,6
821,8
822,8
823,8
824,2
825,3
826,5
827,7
828,10
829,9
830,8
831,8
832,3
833,10
834,8
835,8
836,5
837,4
838,5
839,3
840,5
841,3
842,5
843,9
844,9
845,10
846,5
847,5
848,5
849,4
850,10
851,7
852,7
853,2
854,4
855,5
856,2
857,8
858,2
859,8
860,5
861,3
862,8
863,7
864,3
865,2
866,2
867,1
868,4
869,8
870,3
871,1
872,4
873,10
874,8
875,1
876,10
877,4
878,10
879,10
880,10
881,4
882,7
883,8
884,5
885,6
886,6
887,3
888,3
889,1
890,2
891,1
892,3
893,7
894,5
895,7
896,10
897,6
898,10
899,6
900,7
901,5
902,2
903,5
904,6
905,4
906,5
907,3
908,4
909,6
910,10
911,1
912,6
913,2
914,1
915,10
916,9
917,5
918,4
919,4
920,10
921,10
922,9
923,5
924,7
925,2
926,9
927,1
928,5
929,5
930,1
931,1
932,3
933,8
934,3
935,7
936,8
937,6
938,8
939,8
940,8
941,4
942,5
943,2
944,7
945,2
946,2
947,10
948,2
949,5
950,5
951,5
952,2
953,5
954,10
955,4
956,8
957,2
958,3
959,5
960,4
961,1
962,6
963,10
964,2
965,10
966,8
967,6
968,1
969,9
970,4
971,1
972,1
973,7
974,6
975,7
976,6
977,9
978,1
979,4
980,6
981,9
982,6
983,9
984,9
985,2
986,8
987,7
988,4
989,8
990,2
991,4
992,8
993,1
994,10
995,6
996,9
997,5
998,5
999,1
1000,9
1001,1
1002,1
1003,4
1004,6
1005,7
1006,6
1007,5
1008,7
1009,6
1010,1
1011,2
1012,2
1013,5
1014,1
1015,8
1016,5
1017,6
1018,8
1019,3
1020,9
1021,3
1022,1
1023,5
1024,6
1025,7
1026,10
1027,2
1028,1
1029,4
1030,4
1031,7
1032,3
1033,3
1034,4
1035,5
1036,5
1037,4
1038,8
1039,9
1040,8
1041,5
1042,1
1043,5
1044,8
1045,10
1046,7
1047,7
1048,10
1049,4
1050,5
1051,10
1052,3
1053,10
1054,7
1055,4
1056,6
1057,10
1058,10
1059,10
1060,7
1061,2
1062,7
1063,7
1064,2
1065,7
1066,9
1067,10
1068,7
1069,9
1070,6
1071,6
1072,4
1073,1
1074,8
1075,7
1076,2
1077,4
1078,3
1079,4
1080,9
1081,4
1082,4
1083,3
1084,9
1085,4
1086,10
1087,6
1088,1
1089,6
1090,2
1091,2
1092,8
1093,9
1094,8
1095,2
1096,6
1097,6
1098,2
1099,3
1100,5
1101,4
1102,5
1103,2
1104,5
1105,7
1106,1
1107,7
1108,10
1109,6
1110,10
1111,7
1112,3
1113,7
1114,3
1115,4
1116,10
1117,9
1118,9
1119,2
1120,6
1121,6
1122,3
1123,1
1124,9
1125,4
1126,4
1127,5
1128,5
1129,2
1130,1
1131,1
1132,10
1133,9
1134,5
1135,6
1136,6
1137,7
1138,5
1139,6
1140,4
1141,2
1142,2
1143,3
1144,4
1145,3
1146,3
1147,5
1148,7
1149,4
1150,4
1151,9
1152,9
1153,7
1154,5
1155,8
1156,8
1157,10
1158,4
1159,9
1160,5
1161,5
1162,4
1163,3
1164,2
1165,9
1166,5
1167,8
1168,8
1169,9
1170,8
1171,7
1172,10
1173,8
1174,10
1175,7
1176,10
1177,9
1178,8
1179,7
1180,8
1181,9
1182,6
1183,3
1184,8
1185,9
1186,5
1187,6
1188,3
1189,1
1190,8
1191,3
1192,10
1193,3
1194,2
1195,7
1196,4
1197,6
1198,2
1199,1
1200,8
1201,7
1202,9
1203,6
1204,8
1205,10
1206,9
1207,8
1208,2
1209,8
1210,3
1211,8
1212,6
1213,8
1214,2
1215,6
1216,7
1217,10
1218,5
1219,5
1220,8
1221,10
1222,10
1223,2
1224,6
1225,3
1226,1
1227,7
1228,2
1229,10
1230,5
1231,2
1232,6
1233,7
1234,7
1235,6
1236,4
1237,8
1238,2
1239,6
1240,3
1241,4
1242,3
1243,7
1244,10
1245,2
1246,1
1247,2
1248,9
1249,6
1250,1
1251,2
1252,5
1253,1
1254,6
1255,1
1256,7
1257,5
1258,4
1259,6
1260,2
1261,3
1262,6
1263,7
1264,8
1265,9
1266,9
1267,7
1268,10
1269,5
1270,3
1271,1
1272,8
1273,5
1274,10
1275,6
1276,6
1277,3
1278,6
1279,7
1280,8
1281,7
1282,1
1283,3
1284,8
1285,5
1286,8
1287,2
1288,1
1289,1
1290,6
1291,9
1292,1
1293,10
1294,7
1295,10
1296,4
1297,7
1298,9
1299,8
1300,3
1301,6
1302,2
1303,9
1304,9
1305,6
1306,9
1307,5
1308,8
1309,6
1310,4
1311,3
1312,2
1313,2
1314,1
1315,9
1316,2
1317,1
1318,4
1319,9
1320,7
1321,8
1322,4
1323,2
1324,7
1325,10
1326,4
1327,4
1328,6
1329,8
1330,2
1331,6
1332,5
1333,5
1334,10
1335,3
1336,7
1337,8
1338,10
1339,10
1340,1
1341,8
1342,1
1343,4
1344,4
1345,7
1346,9
1347,3
1348,1
1349,2
1350,2
1351,5
1352,3
1353,10
1354,1
1355,10
1356,3
1357,4
1358,9
1359,10
1360,6
1361,1
1362,7
1363,2
1364,1
1365,6
1366,2
1367,7
1368,5
1369,4
1370,4
1371,1
1372,6
1373,10
1374,8
1375,8
1376,6
1377,5
1378,1
1379,1
1380,7
1381,2
1382,4
1383,1
1384,4
1385,9
1386,3
1387,1
1388,1
1389,3
1390,2
1391,7
1392,6
1393,5
1394,4
1395,6
1396,5
1397,7
1398,2
1399,5
1400,10
1401,4
1402,5
1403,4
1404,9
1405,7
1406,4
1407,8
1408,9
1409,8
1410,6
1411,7
1412,3
1413,7
1414,3
1415,8
1416,8
1417,2
1418,7
1419,2
1420,1
1421,2
1422,10
1423,5
1424,3
1425,3
1426,8
1427,4
1428,10
1429,9
1430,6
1431,1
1432,8
1433,7
1434,1
1435,1
1436,5
1437,2
1438,6
1439,2
1440,5
1441,7
1442,6
1443,9
1444,6
1445,5
1446,1
1447,1
1448,7
1449,6
1450,9
1451,4
1452,6
1453,4
1454,7
1455,3
1456,3
1457,1
1458,5
1459,3
1460,10
1461,6
1462,8
1463,7
1464,10
1465,8
1466,7
1467,7
1468,9
1469,7
1470,3
1471,1
1472,2
1473,8
1474,6
1475,8
1476,4
1477,4
1478,5
1479,6
1480,7
1481,4
1482,8
1483,2
1484,6
1485,2
1486,6
1487,8
1488,7
1489,9
1490,1
1491,5
1492,8
1493,1
1494,10
1495,10
1496,10
1497,6
1498,9
1499,10
1500,8
1501,5
1502,6
1503,9
1504,10
1505,6
1506,6
1507,8
1508,3
1509,10
1510,9
1511,4
1512,6
1513,8
1514,7
1515,9
1516,8
1517,5
1518,5
1519,7
1520,2
1521,9
1522,7
1523,1
1524,8
1525,3
1526,5
1527,2
1528,6
1529,1
1530,7
1531,2
1532,6
1533,4
1534,10
1535,6
1536,10
1537,3
1538,9
1539,10
1540,4
1541,9
1542,8
1543,4
1544,7
1545,3
1546,8
1547,10
1548,5
1549,8
1550,9
1551,9
1552,10
1553,8
1554,7
1555,2
1556,8
1557,9
1558,3
1559,1
1560,9
1561,6
1562,3
1563,7
1564,9
1565,3
1566,3
1567,1
1568,3
1569,2
1570,1
1571,1
1572,5
1573,2
1574,3
1575,2
1576,10
1577,6
1578,10
1579,1
1580,10
1581,7
1582,5
1583,1
1584,4
1585,9
1586,1
1587,1
1588,8
1589,9
1590,7
1591,3
1592,2
1593,2
