,CV
323,3
324,5
325,8
326,9
327,10
328,1
329,2
330,9
331,2
332,3
333,7
334,10
335,4
336,6
337,6
338,3
339,6
340,3
341,4
342,7
343,5
344,4
345,8
346,2
347,8
348,8
349,6
350,9
351,3
352,4
353,5
354,5
355,8
356,1
357,2
358,10
359,4
360,7
361,2
362,5
363,7
364,3
365,10
366,3
367,8
368,9
369,9
370,10
371,9
372,10
373,2
374,8
375,2
376,1
377,1
378,3
379,1
380,8
381,9
382,10
383,5
384,2
385,9
386,2
387,6
388,1
389,8
390,6
391,2
392,6
393,3
394,4
395,2
396,2
397,1
398,2
399,10
400,4
401,2
402,1
403,7
404,1
405,8
406,4
407,1
408,7
409,4
410,8
411,5
412,1
413,3
414,8
415,5
416,9
417,5
418,3
419,1
420,2
421,2
422,3
423,6
424,9
425,6
426,8
427,4
428,8
429,4
430,1
431,3
432,8
433,8
434,6
435,3
436,1
437,9
438,1
439,8
440,4
441,9
442,9
443,4
444,4
445,5
446,4
447,8
448,10
449,1
450,10
451,3
452,8
453,9
454,10
455,4
456,6
457,9
458,4
459,5
460,2
461,6
462,4
463,10
464,7
465,7
466,6
467,9
468,4
469,9
470,3
471,2
472,3
473,4
474,1
475,3
476,3
477,7
478,5
479,5
480,7
481,8
482,10
483,3
484,6
485,10
486,2
487,2
488,8
489,6
490,1
491,5
492,1
493,1
494,6
495,8
496,2
497,4
498,7
499,1
500,6
501,2
502,2
503,9
504,5
505,3
506,1
507,1
508,7
509,4
510,3
511,2
512,3
513,3
514,8
515,5
516,7
517,5
518,10
519,8
520,1
521,3
522,3
523,1
524,3
525,1
526,3
527,6
528,4
529,10
530,7
531,10
532,4
533,4
534,10
535,5
536,2
537,5
538,1
539,4
540,6
541,5
542,10
543,6
544,2
545,1
546,1
547,7
548,5
549,7
550,7
551,1
552,8
553,5
554,3
555,3
556,1
557,3
558,3
559,1
560,2
561,9
562,3
563,6
564,3
565,9
566,5
567,2
568,6
569,4
570,5
571,4
572,10
573,1
574,2
575,7
576,9
577,5
578,8
579,3
580,4
581,8
582,10
583,7
584,10
585,9
586,5
587,6
588,5
589,5
590,6
591,1
592,6
593,4
594,4
595,6
596,5
597,4
598,1
599,4
600,2
601,10
602,1
603,2
604,10
605,6
606,1
607,9
608,10
609,5
610,4
611,4
612,9
613,2
614,7
615,2
616,10
617,5
618,2
619,3
620,5
621,10
622,3
623,5
624,10
625,3
626,1
627,4
628,7
629,8
630,6
631,6
632,4
633,7
634,7
635,7
636,9
637,1
638,3
639,9
640,8
641,7
642,2
643,5
644,6
645,4
646,3
647,4
648,9
649,4
650,10
651,7
652,6
653,7
654,9
655,10
656,4
657,7
658,4
659,7
660,5
661,7
662,3
663,2
664,3
665,1
666,7
667,1
668,5
669,2
670,3
671,2
672,9
673,10
674,4
675,6
676,1
677,7
678,5
679,9
680,1
681,9
682,8
683,5
684,5
685,8
686,2
687,4
688,9
689,9
690,2
691,4
692,8
693,1
694,2
695,9
696,1
697,3
698,6
699,9
700,10
701,3
702,10
703,6
704,8
705,3
706,10
707,10
708,5
709,2
710,6
711,1
712,10
713,7
714,3
715,7
716,1
717,1
718,1
719,7
720,10
721,1
722,5
723,6
724,4
725,9
726,6
727,3
728,10
729,6
730,5
731,10
732,8
733,10
734,2
735,6
736,2
737,10
738,1
739,8
740,4
741,4
742,3
743,3
744,6
745,5
746,2
747,3
748,8
749,10
750,4
751,4
752,5
753,7
754,8
755,7
756,4
757,7
758,1
759,7
760,5
761,2
762,3
763,9
764,3
765,6
766,7
767,2
768,3
769,4
770,8
771,7
772,4
773,9
774,2
775,2
776,4
777,10
778,1
779,6
780,9
781,8
782,1
783,2
784,6
785,1
786,9
787,5
788,2
789,3
790,8
791,9
792,5
793,8
794,10
795,10
796,7
797,10
798,1
799,9
800,3
801,9
802,7
803,8
804,4
805,5
806,6
807,8
808,2
809,8
810,4
811,10
812,8
813,1
814,2
815,10
816,7
817,2
818,4
819,5
820,1
821,4
822,7
823,5
824,10
825,9
826,4
827,8
828,6
829,3
830,9
831,7
832,4
833,7
834,9
835,1
836,4
837,5
838,2
839,2
840,8
841,5
842,8
843,7
844,4
845,5
846,6
847,5
848,7
849,7
850,1
851,1
852,6
853,9
854,2
855,5
856,2
857,3
858,2
859,4
860,7
861,8
862,10
863,10
864,7
865,8
866,6
867,10
868,6
869,1
870,5
871,5
872,8
873,2
874,8
875,6
876,8
877,10
878,4
879,6
880,8
881,7
882,4
883,7
884,4
885,7
886,1
887,6
888,10
889,10
890,5
891,7
892,2
893,3
894,8
895,7
896,5
897,6
898,7
899,7
900,1
901,6
902,6
903,5
904,4
905,10
906,3
907,1
908,3
909,3
910,1
911,7
912,10
913,2
914,10
915,6
916,1
917,2
918,4
919,3
920,3
921,9
922,9
923,10
924,10
925,6
926,9
927,5
928,4
929,8
930,1
931,2
932,6
933,4
934,8
935,9
936,4
937,7
938,5
939,2
940,2
941,6
942,8
943,7
944,6
945,1
946,3
947,7
948,6
949,8
950,4
951,8
952,5
953,4
954,7
955,3
956,10
957,3
958,2
959,8
960,4
961,5
962,9
963,4
964,8
965,8
966,2
967,4
968,5
969,1
970,6
971,6
972,6
973,3
974,9
975,7
976,2
977,2
978,2
979,6
980,2
981,3
982,10
983,7
984,8
985,7
986,8
987,6
988,3
989,1
990,8
991,9
992,4
993,5
994,4
995,6
996,5
997,7
998,4
999,2
1000,10
1001,6
1002,6
1003,2
1004,10
1005,2
1006,2
1007,3
1008,3
1009,10
1010,9
1011,8
1012,7
1013,2
1014,4
1015,9
1016,9
1017,5
1018,3
1019,5
1020,6
1021,6
1022,10
1023,5
1024,6
1025,8
1026,6
1027,5
1028,10
1029,8
1030,3
1031,5
1032,8
1033,5
1034,8
1035,6
1036,4
1037,6
1038,6
1039,9
1040,6
1041,5
1042,7
1043,10
1044,9
1045,7
1046,4
1047,4
1048,8
1049,6
1050,6
1051,4
1052,9
1053,3
1054,2
1055,1
1056,6
1057,7
1058,5
1059,6
1060,1
1061,4
1062,3
1063,7
1064,5
1065,4
1066,2
1067,6
1068,8
1069,1
1070,5
1071,4
1072,10
1073,6
1074,9
1075,7
1076,6
1077,6
1078,7
1079,7
1080,2
1081,3
1082,4
1083,3
1084,4
1085,1
1086,8
1087,3
1088,6
1089,10
1090,7
1091,4
1092,6
1093,5
1094,5
1095,3
1096,6
1097,2
1098,2
1099,5
1100,9
1101,10
1102,4
1103,8
1104,4
1105,2
1106,1
1107,5
1108,6
1109,1
1110,2
1111,9
1112,9
1113,4
1114,7
1115,8
1116,6
1117,10
1118,8
1119,8
1120,4
1121,9
1122,5
1123,5
1124,9
1125,10
1126,9
1127,7
1128,7
1129,6
1130,4
1131,10
1132,1
1133,8
1134,7
1135,5
1136,8
1137,9
1138,7
1139,8
1140,8
1141,2
1142,10
1143,3
1144,6
1145,8
1146,9
1147,1
1148,10
1149,6
1150,9
1151,2
1152,2
1153,5
1154,8
1155,5
1156,2
1157,3
1158,8
1159,8
1160,5
1161,10
1162,10
1163,3
1164,2
1165,1
1166,4
1167,10
1168,10
1169,8
1170,6
1171,3
1172,6
1173,7
1174,4
1175,1
1176,1
1177,1
1178,10
