,CV
629,10
630,3
631,10
632,5
633,10
634,5
635,3
636,1
637,6
638,4
639,6
640,4
641,6
642,6
643,10
644,10
645,3
646,2
647,10
648,7
649,5
650,9
651,1
652,4
653,10
654,1
655,5
656,4
657,8
658,10
659,7
660,7
661,10
662,7
663,4
664,6
665,7
666,10
667,4
668,4
669,8
670,9
671,8
672,10
673,7
674,8
675,8
676,7
677,2
678,1
679,1
680,10
681,4
682,5
683,6
684,2
685,2
686,9
687,2
688,9
689,8
690,10
691,4
692,9
693,6
694,10
695,7
696,2
697,7
698,10
699,8
700,5
701,8
702,4
703,7
704,6
705,9
706,10
707,10
708,4
709,3
710,6
711,8
712,4
713,6
714,5
715,6
716,3
717,3
718,7
719,6
720,4
721,4
722,9
723,9
724,10
725,2
726,5
727,4
728,1
729,3
730,7
731,5
732,6
733,5
734,2
735,8
736,6
737,8
738,1
739,6
740,6
741,6
742,10
743,1
744,7
745,4
746,2
747,5
748,9
749,2
750,10
751,10
752,10
753,1
754,8
755,6
756,6
757,8
758,7
759,5
760,2
761,6
762,9
763,8
764,10
765,4
766,2
767,5
768,1
769,4
770,3
771,9
772,7
773,10
774,7
775,6
776,8
777,6
778,10
779,1
780,9
781,6
782,1
783,10
784,8
785,1
786,7
787,10
788,9
789,6
790,4
791,5
792,2
793,8
794,8
795,10
796,5
797,5
798,3
799,10
800,1
801,10
802,2
803,2
804,3
805,8
806,4
807,3
808,8
809,8
810,8
811,10
812,8
813,5
814,3
815,10
816,6
817,10
818,8
819,5
820,7
821,4
822,7
823,6
824,7
825,3
826,7
827,1
828,1
829,4
830,2
831,8
832,3
833,9
834,4
835,1
836,5
837,6
838,5
839,6
840,5
841,9
842,3
843,1
844,10
845,9
846,5
847,8
848,7
849,6
850,3
851,9
852,4
853,7
854,4
855,7
856,6
857,9
858,3
859,3
860,5
861,10
862,7
863,8
864,3
865,7
866,1
867,4
868,9
869,8
870,10
871,4
872,8
873,2
874,7
875,3
876,2
877,10
878,9
879,2
880,6
881,10
882,4
883,3
884,4
885,1
886,7
887,10
888,5
889,1
890,6
891,5
892,1
893,6
894,10
895,2
896,10
897,10
898,1
899,4
900,1
901,5
902,10
903,3
904,3
905,6
906,3
907,6
908,1
909,10
910,3
911,2
912,8
913,2
914,10
915,9
916,2
917,4
918,5
919,9
920,2
921,7
922,8
923,1
924,3
925,5
926,7
927,6
928,6
929,2
930,2
931,5
932,7
933,8
934,7
935,2
936,2
937,8
938,7
939,10
940,4
941,8
942,9
943,7
944,8
945,6
946,2
947,6
948,7
949,5
950,8
951,8
952,10
953,10
954,3
955,5
956,6
957,4
958,2
959,7
960,5
961,4
962,4
963,10
964,4
965,2
966,6
967,9
968,3
969,9
970,5
971,3
972,2
973,4
974,7
975,9
976,1
977,10
978,5
979,4
980,8
981,6
982,4
983,4
984,9
985,8
986,1
987,7
988,3
989,4
990,6
991,3
992,5
993,9
994,4
995,6
996,3
997,5
998,10
999,6
1000,7
1001,5
1002,6
1003,7
1004,6
1005,1
1006,3
1007,2
1008,5
1009,1
1010,6
1011,10
1012,3
1013,1
1014,2
1015,5
1016,10
1017,2
1018,6
1019,2
1020,7
1021,8
1022,6
1023,10
1024,3
1025,9
1026,9
1027,10
1028,5
1029,5
1030,5
1031,7
1032,9
1033,8
1034,10
1035,4
1036,4
1037,9
1038,7
1039,10
1040,8
1041,4
1042,10
1043,5
1044,7
1045,5
1046,4
1047,8
1048,7
1049,7
1050,7
1051,4
1052,2
1053,6
1054,6
1055,5
1056,4
1057,4
1058,7
1059,3
1060,5
1061,5
1062,4
1063,10
1064,8
1065,9
1066,2
1067,5
1068,4
1069,9
1070,6
1071,4
1072,3
1073,1
1074,1
1075,2
1076,2
1077,10
1078,4
1079,10
1080,6
1081,2
1082,8
1083,4
1084,2
1085,3
1086,5
1087,3
1088,9
1089,9
1090,7
1091,3
1092,3
1093,1
1094,3
1095,1
1096,2
1097,7
1098,6
1099,10
1100,10
1101,9
1102,7
1103,4
1104,6
1105,3
1106,5
1107,6
1108,1
1109,10
1110,6
1111,8
1112,7
1113,5
1114,9
1115,8
1116,5
1117,3
1118,5
1119,2
1120,2
1121,1
1122,6
1123,5
1124,9
1125,10
1126,7
1127,6
1128,3
1129,4
1130,7
1131,7
1132,3
1133,2
1134,9
1135,1
1136,9
1137,2
1138,10
1139,8
1140,5
1141,5
1142,2
1143,5
1144,1
1145,10
1146,3
1147,8
1148,10
1149,4
1150,6
1151,2
1152,5
1153,9
1154,4
1155,9
1156,6
1157,9
1158,8
1159,10
1160,2
1161,10
1162,6
1163,2
1164,8
1165,8
1166,8
1167,6
1168,4
1169,10
1170,9
1171,8
1172,4
1173,8
1174,5
1175,9
1176,7
1177,9
1178,10
1179,9
1180,4
1181,1
1182,3
1183,3
1184,1
1185,6
1186,9
1187,7
1188,3
1189,6
1190,6
1191,7
1192,1
1193,2
1194,3
1195,5
1196,5
1197,5
1198,6
1199,8
1200,5
1201,6
1202,3
1203,6
1204,9
1205,3
1206,6
1207,4
1208,7
1209,9
1210,7
1211,6
1212,9
1213,9
1214,3
1215,2
1216,5
1217,10
1218,6
1219,7
1220,1
1221,5
1222,2
1223,4
1224,6
1225,5
1226,7
1227,6
1228,5
1229,3
1230,5
1231,1
1232,9
1233,8
1234,9
1235,3
1236,10
1237,8
1238,7
1239,1
1240,8
1241,7
1242,3
1243,5
1244,6
1245,1
1246,5
1247,4
1248,5
1249,7
1250,7
1251,7
1252,8
1253,4
1254,6
1255,7
1256,2
1257,8
1258,4
1259,1
1260,1
1261,7
1262,7
1263,9
1264,4
1265,3
1266,6
1267,2
1268,9
1269,4
1270,5
1271,6
1272,3
1273,5
1274,2
1275,5
1276,1
1277,1
1278,4
1279,4
1280,7
1281,8
1282,3
1283,7
1284,7
1285,8
1286,1
1287,4
1288,8
1289,3
1290,9
1291,7
1292,4
1293,2
1294,5
1295,1
1296,1
1297,1
1298,2
1299,4
1300,10
1301,10
1302,1
1303,1
1304,8
1305,10
1306,4
1307,9
1308,8
1309,9
1310,9
1311,9
1312,2
1313,9
1314,9
1315,7
1316,2
1317,6
1318,6
1319,8
1320,8
1321,7
1322,9
1323,1
1324,2
1325,8
1326,5
1327,4
1328,7
1329,7
1330,4
1331,6
1332,3
1333,6
1334,2
1335,8
1336,8
1337,1
1338,5
1339,7
1340,8
1341,7
1342,8
1343,7
1344,6
1345,2
1346,1
1347,3
1348,7
1349,5
1350,3
1351,3
1352,7
1353,1
1354,4
1355,6
1356,10
1357,8
1358,6
1359,3
1360,4
1361,6
1362,8
1363,9
1364,5
1365,7
1366,2
1367,2
1368,5
1369,8
1370,8
1371,8
1372,5
1373,5
1374,5
1375,8
1376,3
1377,4
1378,6
1379,10
1380,6
1381,9
1382,9
1383,7
1384,9
1385,9
1386,5
1387,3
1388,10
1389,2
1390,9
1391,6
1392,2
1393,10
1394,10
1395,3
1396,9
1397,5
1398,10
1399,4
1400,3
1401,1
1402,6
1403,7
1404,9
1405,4
1406,1
1407,4
1408,7
1409,8
1410,9
1411,7
1412,4
1413,2
1414,9
1415,5
1416,8
1417,1
1418,1
1419,2
1420,4
1421,8
1422,5
1423,8
1424,9
1425,6
1426,6
1427,10
1428,2
1429,5
1430,2
1431,1
1432,2
1433,6
1434,5
1435,10
1436,9
1437,2
1438,1
1439,6
1440,3
1441,8
1442,4
1443,4
1444,7
1445,1
1446,8
1447,3
1448,7
1449,10
1450,3
1451,2
1452,1
1453,4
1454,7
1455,4
1456,3
1457,7
1458,8
1459,7
1460,1
1461,6
1462,8
1463,5
1464,9
1465,8
1466,3
1467,2
1468,9
1469,4
1470,5
1471,6
1472,6
1473,9
1474,5
1475,2
1476,10
1477,8
1478,5
1479,2
1480,7
1481,8
1482,10
1483,1
1484,1
1485,5
1486,7
1487,5
1488,2
1489,10
1490,2
1491,3
1492,8
1493,1
1494,8
1495,9
1496,7
1497,2
1498,9
1499,2
1500,6
1501,8
1502,1
1503,1
1504,3
1505,1
1506,7
1507,1
1508,5
1509,9
1510,2
1511,5
1512,2
1513,5
1514,5
1515,2
1516,3
1517,9
1518,7
1519,5
1520,3
1521,7
1522,8
1523,5
1524,1
1525,3
1526,9
1527,10
1528,3
1529,9
1530,1
1531,7
1532,10
1533,7
1534,10
1535,6
1536,10
1537,4
1538,8
1539,7
1540,4
1541,1
1542,1
1543,5
1544,5
1545,6
1546,1
1547,10
1548,9
1549,1
1550,7
1551,1
1552,10
1553,10
1554,4
1555,2
1556,9
1557,6
1558,1
1559,9
1560,2
1561,7
1562,4
1563,10
1564,4
1565,7
1566,8
1567,8
1568,6
1569,8
1570,8
1571,4
1572,2
1573,5
1574,1
1575,8
1576,3
1577,2
1578,4
1579,1
1580,3
1581,1
1582,9
1583,10
1584,2
1585,9
1586,10
1587,5
1588,2
1589,9
1590,6
1591,2
1592,7
1593,1
1594,1
1595,4
1596,10
1597,5
1598,8
1599,5
1600,2
1601,9
1602,6
1603,2
1604,9
1605,3
1606,5
1607,1
1608,9
1609,10
1610,1
1611,3
1612,5
1613,10
1614,10
1615,9
1616,5
1617,5
1618,5
1619,6
1620,6
1621,8
1622,10
1623,8
1624,1
1625,8
1626,8
1627,1
1628,3
1629,8
1630,7
1631,7
1632,7
1633,1
1634,7
1635,2
1636,7
1637,9
1638,10
1639,2
1640,8
1641,8
1642,6
1643,10
1644,7
1645,4
1646,1
1647,7
1648,1
1649,8
1650,4
1651,10
1652,7
1653,6
1654,5
1655,6
1656,9
1657,10
1658,6
1659,2
1660,3
1661,9
1662,2
1663,4
1664,4
1665,1
1666,7
1667,8
1668,5
1669,6
1670,10
1671,2
1672,7
1673,3
1674,6
1675,1
1676,3
1677,4
1678,7
1679,2
1680,1
1681,7
1682,2
1683,7
1684,5
1685,4
1686,7
1687,2
1688,3
1689,8
1690,7
1691,1
1692,4
1693,7
1694,5
1695,3
1696,9
1697,3
1698,3
1699,5
1700,5
1701,10
1702,6
1703,10
1704,2
1705,9
1706,3
1707,3
1708,8
1709,8
1710,4
1711,10
1712,3
1713,3
1714,9
1715,9
1716,6
1717,1
1718,3
1719,6
1720,6
1721,3
1722,3
1723,7
1724,2
1725,10
1726,9
1727,4
1728,4
1729,1
1730,4
1731,1
1732,4
1733,3
1734,6
1735,4
1736,1
1737,4
1738,8
1739,4
1740,6
1741,9
1742,8
1743,5
1744,4
1745,1
1746,4
1747,2
1748,4
1749,8
1750,8
1751,1
1752,7
1753,8
1754,9
1755,2
1756,3
1757,2
1758,1
1759,2
1760,4
1761,10
1762,1
1763,3
1764,9
1765,8
1766,10
1767,8
1768,3
1769,8
1770,9
1771,1
1772,8
1773,10
1774,1
1775,2
1776,9
1777,9
1778,2
1779,7
1780,2
1781,3
1782,8
1783,4
1784,2
1785,2
1786,4
1787,6
1788,4
1789,3
1790,7
1791,6
1792,9
1793,3
1794,2
1795,5
1796,1
1797,7
1798,1
1799,2
1800,9
1801,3
1802,10
1803,9
1804,5
1805,9
1806,4
1807,4
1808,5
1809,9
1810,10
1811,6
1812,6
1813,2
1814,5
1815,5
1816,6
1817,1
1818,6
1819,3
1820,1
1821,10
1822,2
1823,2
1824,10
1825,10
1826,3
1827,7
1828,2
1829,10
1830,5
1831,3
1832,10
1833,8
1834,2
1835,9
1836,10
1837,7
1838,6
1839,5
1840,4
1841,5
1842,6
1843,3
1844,5
1845,3
1846,3
1847,10
1848,1
1849,6
1850,1
1851,8
1852,3
1853,6
1854,5
1855,8
1856,1
1857,9
1858,6
1859,1
1860,4
1861,5
1862,7
1863,7
1864,7
1865,7
1866,10
1867,3
1868,8
1869,4
1870,7
1871,9
1872,4
1873,6
1874,9
1875,7
1876,5
1877,4
1878,8
1879,7
1880,3
1881,5
1882,6
1883,4
1884,10
1885,7
1886,9
1887,3
1888,8
1889,4
1890,7
1891,2
1892,5
1893,10
1894,9
1895,6
1896,9
1897,1
1898,4
1899,2
1900,10
1901,2
1902,2
1903,5
1904,10
1905,8
1906,6
1907,1
1908,9
1909,10
1910,1
1911,9
1912,5
1913,6
1914,1
1915,7
1916,10
1917,2
1918,2
1919,10
1920,7
1921,1
1922,4
1923,10
1924,3
1925,3
1926,9
1927,7
1928,5
1929,7
1930,4
1931,8
1932,4
1933,4
1934,1
1935,2
1936,2
1937,7
1938,3
1939,10
1940,4
1941,1
1942,6
1943,9
1944,7
1945,6
1946,4
1947,3
1948,1
1949,4
1950,4
1951,7
1952,7
1953,1
1954,9
1955,10
1956,2
1957,4
1958,9
1959,2
1960,7
1961,2
1962,10
1963,3
1964,2
1965,6
1966,5
1967,4
1968,2
1969,10
1970,7
1971,6
1972,1
1973,8
1974,2
1975,7
1976,2
1977,6
1978,10
1979,8
1980,6
1981,2
1982,9
1983,1
1984,7
1985,3
1986,10
1987,3
1988,10
1989,1
1990,8
1991,4
1992,9
1993,7
1994,9
1995,7
1996,6
1997,9
1998,3
1999,2
2000,9
2001,6
2002,3
2003,8
2004,2
2005,7
2006,8
2007,3
2008,2
2009,7
2010,4
2011,9
2012,10
2013,8
2014,10
2015,2
2016,3
2017,2
2018,5
2019,10
2020,2
2021,10
2022,5
2023,7
2024,3
2025,10
2026,9
2027,1
2028,1
2029,5
2030,5
2031,7
2032,1
2033,4
2034,6
2035,5
2036,9
2037,9
2038,3
2039,10
2040,6
2041,4
2042,10
2043,2
2044,10
2045,6
2046,2
2047,5
2048,3
2049,2
2050,6
2051,3
2052,10
2053,4
2054,1
2055,8
2056,7
2057,10
2058,2
2059,4
2060,10
2061,4
2062,9
2063,5
2064,3
2065,1
2066,4
2067,4
2068,4
2069,6
2070,6
2071,5
2072,5
2073,7
2074,1
2075,4
2076,7
2077,2
2078,6
2079,7
2080,1
2081,4
2082,3
2083,5
2084,1
2085,9
2086,8
2087,1
2088,2
2089,2
2090,5
2091,2
2092,6
2093,7
2094,6
2095,8
2096,4
2097,3
2098,5
2099,7
2100,9
2101,7
2102,2
2103,5
2104,2
2105,5
2106,8
2107,9
2108,7
2109,10
2110,1
2111,9
2112,9
2113,5
2114,8
2115,3
2116,10
2117,2
2118,1
2119,5
2120,1
2121,3
2122,4
2123,6
2124,8
2125,6
2126,1
2127,10
2128,6
2129,4
2130,4
2131,6
2132,2
2133,4
2134,8
2135,5
2136,8
2137,5
2138,9
2139,10
2140,3
2141,4
2142,10
2143,10
2144,8
2145,5
2146,10
2147,3
2148,4
2149,9
2150,4
2151,3
2152,8
2153,7
2154,2
2155,3
2156,7
2157,7
2158,9
2159,1
2160,9
2161,3
2162,10
2163,6
2164,2
2165,2
2166,5
2167,1
2168,4
2169,9
2170,1
2171,9
2172,7
2173,5
2174,9
2175,4
2176,5
2177,7
2178,7
2179,5
2180,6
2181,6
2182,6
2183,10
2184,6
2185,4
2186,3
2187,6
2188,10
2189,2
2190,1
2191,6
2192,6
2193,4
2194,5
2195,8
2196,7
2197,1
2198,4
2199,8
2200,5
2201,6
2202,8
2203,6
2204,7
2205,6
2206,6
2207,9
2208,4
2209,8
2210,3
2211,10
2212,3
2213,6
2214,1
2215,4
2216,8
2217,2
2218,9
2219,3
2220,9
2221,7
2222,3
2223,5
2224,10
2225,5
2226,7
2227,6
2228,3
2229,5
2230,10
2231,7
2232,8
2233,6
2234,10
2235,5
2236,8
2237,8
2238,10
2239,4
2240,8
2241,6
2242,8
2243,9
2244,8
2245,4
2246,1
2247,9
2248,2
2249,4
2250,10
2251,2
2252,1
2253,7
2254,10
2255,3
2256,7
2257,2
2258,8
2259,6
2260,6
2261,3
2262,10
2263,5
2264,6
2265,8
2266,5
2267,8
2268,7
2269,4
2270,5
2271,9
2272,3
2273,4
2274,9
2275,4
2276,8
2277,4
2278,10
2279,2
2280,7
2281,9
2282,9
2283,7
2284,8
2285,5
2286,5
2287,10
2288,3
2289,7
2290,10
2291,3
2292,2
2293,8
2294,4
2295,4
2296,3
2297,8
2298,10
2299,3
2300,1
2301,8
2302,7
2303,7
2304,10
2305,2
2306,8
2307,3
2308,8
2309,4
2310,1
2311,9
2312,8
2313,5
2314,3
2315,5
2316,10
2317,2
2318,10
2319,4
2320,1
2321,9
2322,10
2323,4
2324,10
2325,3
2326,5
2327,10
2328,4
2329,6
2330,7
2331,7
2332,10
2333,4
2334,9
2335,6
2336,1
2337,5
2338,8
2339,9
2340,6
2341,2
2342,7
2343,4
2344,5
2345,1
2346,2
2347,8
2348,6
2349,3
2350,7
2351,3
2352,4
2353,8
2354,9
2355,6
2356,5
2357,10
2358,9
2359,1
2360,2
2361,8
2362,9
2363,5
2364,10
2365,3
2366,9
2367,2
2368,4
2369,10
2370,2
2371,5
2372,8
2373,8
2374,2
2375,7
2376,3
2377,9
2378,5
2379,4
2380,7
2381,7
2382,6
2383,2
2384,4
2385,4
2386,1
2387,5
2388,8
2389,2
2390,8
2391,1
2392,9
2393,5
2394,5
2395,4
2396,1
2397,6
2398,5
2399,10
2400,6
2401,3
2402,9
2403,10
2404,3
2405,3
2406,7
2407,6
2408,1
2409,10
2410,9
2411,5
2412,4
2413,2
2414,3
2415,10
2416,4
2417,2
2418,6
2419,4
2420,9
2421,2
2422,9
2423,9
2424,6
2425,7
2426,1
2427,8
2428,8
2429,5
2430,5
2431,8
2432,2
2433,9
2434,7
2435,7
2436,4
2437,9
2438,3
2439,2
2440,3
2441,4
2442,3
2443,1
2444,6
2445,9
2446,9
2447,6
2448,10
2449,8
2450,8
2451,8
2452,7
2453,3
2454,4
2455,8
2456,5
2457,4
2458,1
2459,4
2460,6
2461,5
2462,3
2463,8
2464,6
2465,8
2466,5
2467,1
2468,10
2469,2
2470,4
2471,1
2472,3
2473,8
2474,4
2475,6
2476,4
2477,6
2478,10
2479,9
2480,5
2481,6
2482,5
2483,8
2484,9
2485,4
2486,1
2487,3
2488,1
2489,6
2490,5
2491,8
2492,6
2493,2
2494,1
2495,2
2496,8
2497,9
2498,3
2499,10
2500,6
2501,7
2502,4
2503,2
2504,7
2505,7
2506,8
2507,6
2508,10
2509,10
2510,8
2511,6
2512,8
2513,7
2514,8
2515,1
2516,3
2517,8
2518,9
2519,8
2520,8
2521,2
2522,5
2523,7
2524,7
2525,6
2526,1
2527,2
2528,7
2529,1
2530,7
2531,4
2532,7
2533,5
2534,7
2535,4
2536,3
2537,3
2538,9
2539,1
2540,7
2541,2
2542,7
2543,5
2544,7
2545,5
2546,4
2547,10
2548,8
2549,9
2550,8
2551,3
2552,10
2553,6
2554,3
2555,4
2556,9
2557,2
2558,1
2559,3
2560,4
2561,2
2562,1
2563,5
2564,3
2565,9
2566,8
2567,10
2568,5
2569,3
2570,1
2571,7
2572,4
2573,2
2574,5
2575,1
2576,3
2577,7
2578,4
2579,7
2580,10
2581,3
2582,4
2583,2
2584,1
2585,3
2586,9
2587,3
2588,8
2589,10
2590,5
2591,10
2592,1
2593,1
2594,3
2595,5
2596,10
2597,7
2598,8
2599,2
2600,6
2601,6
2602,5
2603,6
2604,9
2605,4
2606,10
2607,9
2608,2
2609,6
2610,3
2611,1
2612,5
2613,5
2614,6
2615,7
2616,9
2617,3
2618,9
2619,7
2620,8
2621,1
2622,5
2623,1
2624,1
2625,6
2626,5
2627,8
2628,1
2629,6
2630,3
2631,4
2632,6
2633,2
2634,6
2635,7
2636,5
2637,2
2638,9
2639,9
2640,6
2641,6
2642,8
2643,3
2644,2
2645,7
2646,4
2647,2
2648,7
2649,1
2650,8
2651,6
2652,2
2653,1
2654,2
2655,8
2656,1
2657,9
2658,8
2659,2
2660,6
2661,5
2662,2
2663,8
2664,10
2665,8
2666,10
2667,1
2668,8
2669,9
2670,4
2671,2
2672,4
2673,4
2674,1
2675,3
2676,1
2677,8
2678,5
2679,9
2680,3
2681,4
2682,8
2683,7
2684,4
2685,7
2686,7
2687,2
2688,5
2689,8
2690,6
2691,2
2692,1
2693,5
2694,5
2695,4
2696,3
2697,2
2698,9
2699,4
2700,5
2701,9
2702,3
2703,4
2704,9
2705,3
2706,2
2707,9
2708,9
2709,7
2710,6
2711,5
2712,6
2713,8
2714,4
2715,9
2716,3
2717,1
2718,4
2719,5
2720,7
2721,3
2722,1
2723,4
2724,5
2725,1
2726,9
2727,2
2728,8
2729,4
2730,10
2731,6
2732,8
2733,3
2734,5
2735,4
2736,6
2737,10
2738,7
2739,1
2740,7
2741,6
2742,10
2743,1
2744,9
2745,10
2746,10
2747,2
2748,2
2749,2
2750,3
2751,9
2752,9
2753,6
2754,5
2755,10
2756,3
2757,2
2758,3
2759,3
2760,9
2761,6
2762,3
2763,7
2764,5
2765,4
2766,1
2767,3
2768,10
2769,10
2770,4
2771,8
2772,2
2773,8
2774,7
2775,7
2776,4
2777,6
2778,7
2779,1
2780,5
2781,1
2782,3
2783,6
2784,10
2785,7
2786,3
2787,4
2788,5
2789,4
2790,7
2791,10
2792,3
2793,6
2794,3
2795,8
2796,9
2797,6
2798,2
2799,9
2800,7
2801,1
2802,6
2803,1
2804,7
2805,9
2806,8
2807,4
2808,4
2809,1
2810,10
2811,5
2812,9
2813,3
2814,7
2815,3
2816,9
2817,1
2818,7
2819,2
2820,7
2821,8
2822,4
2823,1
2824,8
2825,10
2826,10
2827,5
2828,2
2829,9
2830,5
2831,10
2832,1
2833,7
2834,6
2835,3
2836,6
2837,1
2838,10
2839,8
2840,5
2841,2
2842,5
2843,4
2844,10
2845,9
2846,1
2847,8
2848,10
2849,8
2850,3
2851,10
2852,8
2853,5
2854,3
2855,2
2856,7
2857,3
2858,5
2859,3
2860,6
2861,1
2862,3
2863,4
2864,6
2865,2
2866,2
2867,6
2868,1
2869,10
2870,8
2871,1
2872,6
2873,7
2874,5
2875,8
2876,10
2877,2
2878,3
2879,9
2880,7
2881,2
2882,6
2883,10
2884,7
2885,3
2886,3
2887,1
2888,4
2889,8
2890,7
2891,4
2892,2
2893,8
2894,1
2895,9
2896,7
2897,8
2898,4
2899,5
2900,3
2901,9
2902,8
2903,7
2904,6
2905,4
2906,6
2907,10
2908,8
2909,7
2910,8
2911,4
2912,1
2913,5
2914,4
2915,2
2916,6
2917,2
2918,8
2919,10
2920,3
2921,9
2922,1
2923,8
2924,9
2925,7
2926,2
2927,6
2928,4
2929,3
2930,2
2931,5
2932,10
2933,1
2934,6
2935,1
2936,5
2937,6
2938,6
2939,6
2940,10
2941,3
2942,4
2943,7
2944,9
2945,2
2946,2
2947,6
2948,4
2949,3
2950,1
2951,10
2952,1
2953,3
2954,2
2955,5
2956,9
2957,1
2958,1
2959,3
2960,6
2961,7
2962,1
2963,6
2964,2
2965,2
2966,8
2967,5
2968,4
2969,8
2970,9
2971,9
2972,9
2973,2
2974,7
2975,8
2976,4
2977,3
2978,6
2979,9
2980,8
2981,6
2982,2
2983,9
2984,2
2985,2
2986,4
2987,4
2988,2
2989,3
2990,5
2991,9
2992,2
2993,3
2994,5
2995,5
2996,9
2997,1
