,CV
628,7
629,2
630,6
631,7
632,7
633,2
634,7
635,5
636,10
637,3
638,7
639,2
640,1
641,3
642,3
643,9
644,10
645,9
646,3
647,4
648,10
649,5
650,5
651,5
652,4
653,10
654,3
655,5
656,5
657,7
658,8
659,1
660,1
661,10
662,1
663,9
664,10
665,10
666,1
667,10
668,6
669,5
670,9
671,9
672,1
673,8
674,6
675,7
676,6
677,9
678,2
679,5
680,3
681,4
682,8
683,4
684,2
685,5
686,5
687,7
688,8
689,7
690,8
691,3
692,2
693,10
694,1
695,8
696,6
697,9
698,4
699,3
700,6
701,7
702,2
703,9
704,5
705,8
706,8
707,9
708,3
709,4
710,7
711,10
712,3
713,7
714,8
715,2
716,10
717,5
718,1
719,4
720,8
721,6
722,10
723,10
724,4
725,9
726,7
727,7
728,6
729,2
730,5
731,8
732,8
733,1
734,10
735,10
736,4
737,6
738,5
739,7
740,1
741,8
742,9
743,2
744,1
745,5
746,8
747,2
748,10
749,1
750,6
751,9
752,1
753,7
754,3
755,7
756,9
757,3
758,10
759,3
760,6
761,6
762,10
763,7
764,4
765,3
766,5
767,6
768,8
769,5
770,10
771,1
772,4
773,3
774,5
775,1
776,2
777,2
778,6
779,5
780,2
781,3
782,6
783,2
784,8
785,10
786,5
787,3
788,9
789,9
790,8
791,6
792,4
793,3
794,6
795,6
796,1
797,4
798,6
799,6
800,1
801,8
802,10
803,10
804,10
805,2
806,3
807,1
808,3
809,10
810,4
811,6
812,10
813,9
814,4
815,9
816,10
817,2
818,7
819,7
820,7
821,4
822,8
823,5
824,6
825,9
826,3
827,7
828,4
829,10
830,3
831,7
832,4
833,3
834,2
835,5
836,6
837,8
838,7
839,8
840,3
841,6
842,7
843,4
844,6
845,3
846,1
847,4
848,3
849,8
850,3
851,6
852,1
853,9
854,5
855,1
856,4
857,2
858,5
859,3
860,9
861,8
862,5
863,5
864,6
865,4
866,3
867,7
868,9
869,3
870,3
871,1
872,9
873,8
874,3
875,9
876,6
877,3
878,6
879,3
880,9
881,5
882,5
883,5
884,3
885,4
886,5
887,9
888,6
889,5
890,5
891,6
892,8
893,10
894,4
895,7
896,2
897,2
898,8
899,6
900,3
901,6
902,8
903,6
904,1
905,5
906,3
907,1
908,8
909,1
910,3
911,5
912,3
913,7
914,8
915,4
916,3
917,6
918,5
919,4
920,7
921,9
922,4
923,5
924,10
925,10
926,5
927,7
928,1
929,1
930,6
931,10
932,8
933,5
934,5
935,2
936,9
937,10
938,8
939,9
940,4
941,6
942,4
943,6
944,2
945,9
946,1
947,3
948,3
949,8
950,4
951,2
952,10
953,9
954,8
955,5
956,7
957,9
958,7
959,10
960,2
961,7
962,10
963,4
964,4
965,3
966,9
967,6
968,1
969,1
970,8
971,1
972,6
973,6
974,3
975,7
976,3
977,7
978,10
979,6
980,4
981,9
982,1
983,8
984,10
985,1
986,5
987,7
988,8
989,6
990,9
991,7
992,3
993,8
994,8
995,10
996,10
997,2
998,6
999,8
1000,8
1001,10
1002,4
1003,7
1004,8
1005,7
1006,9
1007,4
1008,8
1009,7
1010,4
1011,10
1012,2
