,CV
323,2
324,8
325,4
326,7
327,10
328,9
329,9
330,7
331,1
332,4
333,5
334,10
335,3
336,2
337,5
338,4
339,5
340,7
341,3
342,9
343,10
344,1
345,8
346,10
347,3
348,6
349,6
350,9
351,1
352,9
353,4
354,1
355,7
356,10
357,6
358,7
359,3
360,3
361,3
362,5
363,7
364,8
365,8
366,4
367,4
368,8
369,1
370,4
371,9
372,8
373,7
374,7
375,10
376,1
377,1
378,4
379,3
380,7
381,2
382,1
383,5
384,2
385,9
386,4
387,5
388,4
389,2
390,5
391,4
392,8
393,2
394,2
395,7
396,10
397,10
398,4
399,9
400,6
401,9
402,6
403,6
404,2
405,3
406,5
407,1
408,5
409,5
410,10
411,8
412,1
413,5
414,9
415,3
416,10
417,2
418,6
419,6
420,9
421,4
422,5
423,2
424,2
425,4
426,10
427,3
428,2
429,8
430,4
431,2
432,4
433,3
434,6
435,1
436,1
437,4
438,9
439,1
440,2
441,1
442,5
443,8
444,1
445,8
446,1
447,2
448,8
449,1
450,2
451,5
452,3
453,2
454,10
455,9
456,8
457,4
458,2
459,5
460,5
461,8
462,6
463,9
464,8
465,6
466,9
467,2
468,4
469,8
470,3
471,4
472,5
473,3
474,1
475,3
476,3
477,2
478,6
479,9
480,6
481,4
482,1
483,6
484,5
485,9
486,8
487,4
488,2
489,5
490,4
491,4
492,8
493,6
494,1
495,1
496,6
497,10
498,1
499,5
500,1
501,4
502,10
503,1
504,8
505,9
506,4
507,10
508,9
509,6
510,10
511,9
512,5
513,8
514,6
515,4
516,5
517,2
518,8
519,7
520,1
521,9
522,8
523,10
524,1
525,10
526,8
527,3
528,2
529,3
530,2
531,9
532,3
533,6
534,2
535,10
536,4
537,1
538,7
539,2
540,10
541,7
542,6
543,4
544,6
545,10
546,5
547,3
548,8
549,4
550,4
551,5
552,5
553,5
554,2
555,3
556,10
557,7
558,2
559,4
560,7
561,8
562,6
563,2
564,8
565,7
566,7
567,7
568,1
569,6
570,10
571,1
572,5
573,1
574,3
575,1
576,3
577,7
578,4
579,9
580,10
581,8
582,5
583,2
584,7
585,5
586,6
587,8
588,10
589,5
590,9
591,2
592,7
593,6
594,3
595,10
596,1
597,7
598,1
599,1
600,2
601,6
602,1
603,2
604,6
605,6
606,2
607,7
608,5
609,1
610,7
611,3
612,10
613,9
614,6
615,4
616,10
617,10
618,3
619,6
620,9
621,6
622,1
623,10
624,1
625,5
626,6
627,9
628,7
629,3
630,1
631,1
632,10
633,3
634,7
635,4
636,1
637,5
638,7
639,5
640,10
641,10
642,2
643,5
644,9
645,8
646,2
647,8
648,10
649,5
650,7
651,3
652,7
653,9
654,10
655,6
656,1
657,8
658,3
659,4
660,5
661,7
662,10
663,3
664,9
665,7
666,7
667,3
668,5
669,9
670,7
671,8
672,5
673,5
674,3
675,8
676,3
677,6
678,1
679,7
680,7
681,5
682,1
683,8
684,3
685,10
686,3
687,4
688,4
689,5
690,5
691,5
692,7
693,7
694,2
695,8
696,9
697,9
698,10
699,2
700,9
701,3
702,9
703,2
704,6
705,9
706,10
707,6
708,10
709,7
710,7
711,2
712,3
713,4
714,10
715,3
716,9
717,4
718,6
719,1
720,1
721,6
722,9
723,2
724,8
725,2
726,7
727,3
728,6
729,7
730,1
731,5
732,5
733,1
734,8
735,1
736,10
737,4
738,3
739,8
740,3
741,9
742,4
743,8
744,1
745,6
746,10
747,10
748,6
749,10
750,10
751,3
752,6
753,4
754,2
755,5
756,7
757,3
758,6
759,6
760,5
761,6
762,10
763,9
764,7
765,10
766,8
767,4
768,2
769,7
770,4
771,2
772,6
773,8
774,7
775,1
776,3
777,6
778,7
779,5
780,6
781,6
782,8
783,3
784,6
785,9
786,5
787,10
788,5
789,8
790,8
791,5
792,2
793,6
794,2
795,4
796,5
797,1
798,9
799,2
800,4
801,5
802,5
803,6
804,1
805,4
806,3
807,4
808,6
809,9
810,10
811,4
812,3
813,5
814,6
815,7
816,9
817,5
818,2
819,7
820,1
821,8
822,1
823,9
824,1
825,6
826,7
827,1
828,10
829,10
830,5
831,1
832,1
833,2
834,2
835,1
836,4
837,8
838,3
839,8
840,4
841,8
842,2
843,10
844,3
845,8
846,2
847,9
848,3
849,8
850,9
851,1
852,1
853,6
854,2
855,4
856,9
857,8
858,8
859,3
860,6
861,8
862,6
863,8
864,2
865,5
866,10
867,3
868,10
869,9
870,3
871,3
872,10
873,8
874,7
875,6
876,1
877,4
878,2
879,3
880,7
881,4
882,6
883,10
884,8
885,5
886,6
887,10
888,7
889,5
890,2
891,3
892,1
893,1
894,2
895,2
896,6
897,7
898,7
899,4
900,10
901,2
902,10
903,4
904,1
905,2
906,6
907,8
908,3
909,7
910,8
911,5
912,6
913,5
914,2
915,10
916,5
917,9
918,8
919,7
920,4
921,5
922,1
923,8
924,4
925,4
926,7
927,3
928,3
929,3
930,10
931,7
932,2
933,7
934,4
935,2
936,4
937,1
938,10
939,3
940,6
941,10
942,7
943,7
944,9
945,1
946,1
947,9
948,4
949,1
950,10
951,7
952,3
953,2
954,1
955,3
956,3
957,7
958,4
959,2
960,9
961,4
962,7
963,6
964,9
965,3
966,9
967,2
968,4
969,7
970,10
971,5
972,3
973,5
974,9
975,10
976,5
977,7
978,4
979,1
980,5
981,10
982,5
983,2
984,4
985,6
986,2
987,1
988,5
989,2
990,4
991,6
992,5
993,4
994,5
995,8
996,7
997,4
998,2
999,4
1000,5
1001,10
1002,7
1003,7
1004,6
1005,8
1006,4
1007,3
1008,4
1009,6
1010,4
1011,4
1012,2
1013,8
1014,2
1015,7
1016,8
1017,10
1018,5
1019,1
1020,7
1021,2
1022,7
1023,6
1024,2
1025,9
1026,4
1027,10
1028,5
1029,3
1030,3
1031,6
1032,9
1033,3
1034,6
1035,1
1036,10
1037,8
1038,4
1039,6
1040,6
1041,3
1042,6
1043,10
1044,8
1045,7
1046,10
1047,4
1048,8
1049,1
1050,7
1051,6
1052,7
1053,7
1054,2
1055,2
1056,6
1057,4
1058,1
1059,1
1060,10
1061,9
1062,5
1063,4
1064,6
1065,5
1066,8
1067,5
1068,9
1069,9
1070,9
1071,9
1072,9
1073,6
1074,10
1075,8
1076,10
1077,2
1078,7
1079,8
1080,2
1081,9
1082,3
1083,10
1084,3
1085,3
1086,8
1087,2
1088,4
1089,6
1090,2
1091,10
1092,6
1093,8
1094,6
1095,4
1096,2
1097,2
1098,5
1099,7
1100,2
1101,2
1102,9
1103,3
1104,5
1105,1
1106,1
1107,5
1108,6
1109,8
1110,8
1111,6
1112,7
1113,10
1114,1
1115,1
1116,9
1117,4
1118,4
1119,4
1120,8
1121,10
1122,2
1123,7
1124,4
1125,6
1126,6
1127,5
1128,1
1129,5
1130,7
1131,2
1132,8
1133,9
1134,4
1135,1
1136,10
1137,9
1138,8
1139,9
1140,3
1141,8
1142,4
1143,10
1144,4
1145,7
1146,1
1147,5
1148,7
1149,8
1150,6
1151,1
1152,7
1153,4
1154,1
1155,3
1156,3
1157,5
1158,2
1159,6
1160,9
1161,8
1162,9
1163,8
1164,3
1165,3
1166,3
1167,10
1168,7
1169,7
1170,9
1171,9
1172,1
1173,3
1174,9
1175,8
1176,8
1177,4
1178,6
1179,6
1180,7
1181,2
1182,10
1183,4
1184,8
1185,1
1186,9
1187,10
1188,8
1189,8
1190,6
1191,8
1192,10
1193,5
1194,4
1195,10
1196,10
1197,7
1198,10
1199,1
1200,2
1201,5
1202,8
1203,9
1204,8
1205,5
1206,5
1207,6
1208,7
1209,10
1210,2
1211,5
