,CV
375,5
376,6
377,5
378,2
379,3
380,6
381,8
382,5
383,8
384,1
385,10
386,8
387,2
388,3
389,6
390,3
391,7
392,9
393,3
394,6
395,3
396,7
397,2
398,4
399,1
400,8
401,10
402,7
403,2
404,6
405,5
406,5
407,10
408,9
409,2
410,6
411,9
412,2
413,8
414,3
415,1
416,9
417,9
418,8
419,6
420,8
421,10
422,5
423,6
424,6
425,3
426,9
427,1
428,8
429,1
430,9
431,3
432,4
433,8
434,8
435,3
436,2
437,8
438,1
439,8
440,10
441,7
442,4
443,6
444,1
445,1
446,4
447,1
448,6
449,4
450,2
451,4
452,6
453,4
454,3
455,9
456,3
457,7
458,9
459,8
460,2
461,10
462,10
463,3
464,1
465,2
466,5
467,3
468,7
469,5
470,6
471,6
472,6
473,10
474,4
475,6
476,3
477,9
478,8
479,5
480,2
481,4
482,2
483,10
484,1
485,8
486,10
487,6
488,1
489,4
490,2
491,10
492,4
493,10
494,3
495,3
496,4
497,2
498,1
499,9
500,2
501,10
502,6
503,4
504,7
505,5
506,4
507,10
508,7
509,3
510,6
511,10
512,3
513,5
514,7
515,1
516,10
517,7
518,3
519,9
520,5
521,8
522,4
523,5
524,4
525,1
526,7
527,3
528,5
529,1
530,1
531,6
532,4
533,7
534,10
535,10
536,3
537,6
538,10
539,3
540,3
541,2
542,3
543,3
544,9
545,2
546,10
547,5
548,7
549,8
550,4
551,8
552,2
553,8
554,5
555,2
556,7
557,8
558,7
559,10
560,5
561,2
562,10
563,10
564,8
565,10
566,4
567,4
568,5
569,10
570,5
571,3
572,9
573,6
574,1
575,8
576,1
577,6
578,7
579,7
580,6
581,4
582,1
583,8
584,5
585,2
586,4
587,1
588,5
589,1
590,7
591,2
592,7
593,10
594,1
595,2
596,4
597,3
598,8
599,2
600,9
601,5
602,4
603,10
604,6
605,7
606,9
607,8
608,7
609,2
610,3
611,3
612,4
613,5
614,9
615,5
616,1
617,4
618,7
619,5
620,7
621,4
622,6
623,3
624,4
625,9
626,5
627,7
628,6
629,1
630,6
631,4
632,7
633,10
634,2
635,10
636,6
637,10
638,6
639,2
640,9
641,2
642,5
643,7
644,6
645,1
646,9
647,6
648,2
649,9
650,9
651,1
652,1
653,7
654,7
655,2
656,3
657,2
658,2
659,5
660,1
661,4
662,9
663,2
664,7
665,1
666,10
667,4
668,9
669,8
670,3
671,8
672,6
673,1
674,3
675,5
676,8
677,9
678,1
679,3
680,1
681,10
682,9
683,6
684,1
685,1
686,8
687,2
688,4
689,4
690,1
691,5
692,7
693,2
694,4
695,3
696,7
697,9
698,10
699,5
700,2
701,9
702,7
703,9
704,4
705,2
706,8
707,5
708,8
709,4
710,3
711,9
712,2
713,6
714,8
715,6
716,6
717,10
718,9
719,7
720,5
721,2
722,1
723,3
724,5
725,8
726,5
727,1
728,5
729,2
730,5
731,5
732,3
733,7
734,8
735,6
736,8
737,10
738,3
739,4
740,6
741,8
742,10
743,6
744,6
745,7
746,3
747,6
748,5
749,8
750,8
751,9
752,6
753,8
754,9
755,9
756,2
757,4
758,6
759,7
760,7
761,4
762,1
763,2
764,3
765,1
766,5
767,9
768,9
769,7
770,4
771,6
772,3
773,4
774,7
775,10
776,3
777,6
778,4
779,3
780,7
781,6
782,9
783,1
784,8
785,10
786,7
787,4
788,5
789,10
790,3
791,5
792,5
793,10
794,7
795,5
796,10
797,2
798,1
799,8
800,8
801,10
802,4
803,10
804,2
805,6
806,3
807,2
808,6
809,3
810,6
811,6
812,4
813,10
814,10
815,9
816,4
817,10
818,9
819,6
820,2
821,6
822,2
823,10
824,8
825,4
826,1
827,7
828,1
829,3
830,2
831,8
832,10
833,2
834,8
835,8
836,4
837,8
838,2
839,3
840,9
841,6
842,1
843,10
844,8
845,1
846,5
847,4
848,4
849,4
850,9
851,2
852,6
853,7
854,3
855,5
856,10
857,9
858,8
859,3
860,3
861,1
862,1
863,9
864,7
865,10
866,7
867,6
868,2
869,4
870,1
871,7
872,2
873,6
874,6
875,8
876,5
877,6
878,10
879,4
880,5
881,5
882,8
883,6
884,5
885,1
886,6
887,1
888,4
889,1
890,10
891,7
892,8
893,1
894,5
895,4
896,8
897,6
898,7
899,6
900,3
901,4
902,7
903,2
904,1
905,8
906,9
907,5
908,1
909,1
910,8
911,6
912,2
913,4
914,1
915,4
916,8
917,10
918,1
919,5
920,9
921,7
922,8
923,7
924,8
925,1
926,1
927,8
928,2
929,7
930,7
931,6
932,8
933,4
934,8
935,1
936,10
937,4
938,9
939,7
940,7
941,3
942,9
943,9
944,3
945,5
946,6
947,7
948,6
949,3
950,3
951,10
952,3
953,10
954,6
955,4
956,9
957,5
958,8
959,1
960,10
961,7
962,10
963,10
964,2
965,10
966,5
967,10
968,5
969,7
970,8
971,8
972,10
973,4
974,4
975,4
976,1
977,9
978,6
979,5
980,5
981,3
982,10
983,3
984,2
985,6
986,9
987,7
988,7
989,5
990,9
991,10
992,7
993,5
994,8
995,9
996,10
997,5
998,4
999,6
1000,5
1001,10
1002,6
1003,7
1004,10
1005,6
1006,2
1007,2
1008,7
1009,9
1010,7
1011,8
1012,1
1013,4
1014,1
1015,1
1016,5
1017,5
1018,9
1019,5
1020,2
1021,10
1022,8
1023,7
1024,7
1025,1
1026,2
1027,4
1028,5
1029,10
1030,1
1031,7
1032,3
1033,4
1034,1
1035,10
1036,9
1037,1
1038,3
1039,5
1040,10
1041,10
1042,2
1043,8
1044,8
1045,7
1046,3
1047,4
1048,5
1049,5
1050,5
1051,8
1052,7
1053,3
1054,6
1055,10
1056,2
1057,4
1058,8
1059,6
1060,4
1061,5
1062,6
1063,4
1064,8
1065,7
1066,6
1067,6
1068,4
1069,1
1070,10
1071,3
1072,5
1073,4
1074,1
1075,1
1076,6
1077,1
1078,7
1079,5
1080,4
1081,8
1082,2
1083,8
1084,8
1085,10
1086,7
1087,7
1088,6
1089,2
1090,9
1091,4
1092,6
1093,6
1094,5
1095,9
1096,5
1097,10
1098,10
1099,6
1100,10
1101,4
1102,8
1103,4
1104,5
1105,1
1106,9
1107,2
1108,9
1109,3
1110,5
1111,6
1112,7
1113,9
1114,8
1115,10
1116,5
1117,5
1118,9
1119,4
1120,3
1121,5
1122,2
1123,7
1124,9
1125,2
1126,2
1127,3
1128,6
1129,4
1130,2
1131,10
1132,3
1133,1
1134,10
1135,9
1136,8
1137,6
1138,9
1139,3
1140,9
1141,8
1142,3
1143,5
1144,9
1145,7
1146,2
1147,10
1148,1
1149,7
1150,8
1151,2
1152,8
1153,5
1154,2
1155,3
1156,9
1157,6
1158,1
1159,4
1160,9
1161,1
1162,4
1163,1
1164,5
1165,7
1166,8
1167,4
1168,1
1169,4
1170,9
1171,1
1172,1
1173,10
1174,7
1175,8
1176,4
1177,4
1178,8
1179,5
1180,8
1181,1
1182,3
1183,7
1184,10
1185,7
1186,6
1187,4
1188,6
1189,1
1190,7
1191,7
1192,7
1193,8
1194,8
1195,6
1196,5
1197,7
1198,9
1199,2
1200,2
1201,3
1202,6
1203,4
1204,9
1205,7
1206,4
1207,10
1208,8
1209,6
1210,3
1211,5
1212,8
1213,6
1214,3
1215,3
1216,10
1217,10
1218,5
1219,7
1220,4
1221,4
1222,5
1223,5
1224,7
1225,3
1226,5
1227,2
1228,8
1229,8
1230,7
1231,7
1232,2
1233,3
1234,8
1235,6
1236,6
1237,9
1238,6
1239,1
1240,7
1241,10
1242,7
1243,5
1244,5
1245,4
1246,2
1247,10
1248,4
1249,5
1250,6
1251,8
1252,2
1253,7
1254,1
1255,4
1256,3
1257,3
1258,8
1259,3
1260,2
1261,8
1262,9
1263,4
1264,2
1265,6
1266,8
1267,2
1268,5
1269,4
1270,8
1271,2
1272,6
1273,2
1274,7
1275,6
1276,6
1277,10
1278,6
1279,6
1280,1
1281,3
1282,10
1283,4
1284,5
1285,3
1286,10
1287,1
1288,4
1289,1
1290,3
1291,2
1292,9
1293,6
1294,6
1295,6
1296,9
1297,8
1298,2
1299,9
1300,9
1301,1
1302,8
1303,1
1304,6
1305,1
1306,8
1307,9
1308,6
1309,8
1310,9
1311,10
1312,7
1313,1
1314,7
1315,10
1316,7
1317,10
1318,8
1319,10
1320,6
1321,10
1322,3
1323,1
1324,6
1325,8
1326,9
1327,4
1328,1
1329,7
1330,1
1331,3
1332,8
1333,10
1334,9
1335,8
1336,9
1337,1
1338,6
1339,8
1340,1
1341,1
1342,8
1343,1
1344,5
1345,7
1346,6
1347,6
1348,3
1349,3
1350,4
1351,9
1352,4
1353,4
1354,7
1355,4
1356,7
1357,5
1358,6
1359,7
1360,1
1361,8
1362,1
1363,4
1364,6
1365,5
1366,8
1367,6
1368,10
1369,9
1370,8
1371,9
1372,9
1373,7
1374,8
1375,9
1376,3
1377,5
1378,6
1379,4
1380,9
1381,10
1382,2
1383,1
1384,8
1385,9
1386,6
1387,4
1388,7
1389,2
1390,8
1391,7
1392,5
1393,6
1394,8
1395,9
1396,8
1397,3
1398,2
1399,6
1400,6
1401,7
1402,2
1403,3
1404,3
1405,1
1406,10
1407,8
1408,8
1409,5
1410,7
1411,3
1412,7
1413,5
1414,4
1415,3
1416,1
1417,1
1418,4
1419,5
1420,3
1421,5
1422,3
1423,9
1424,2
1425,8
1426,7
1427,9
1428,9
1429,6
1430,5
1431,5
1432,10
1433,9
1434,10
1435,1
1436,1
1437,1
1438,5
1439,4
1440,9
1441,8
1442,4
1443,9
1444,8
1445,2
1446,6
1447,4
1448,5
1449,3
1450,10
1451,2
1452,4
1453,2
1454,3
1455,2
1456,3
1457,8
1458,10
1459,5
1460,10
1461,10
1462,8
1463,5
1464,5
1465,10
1466,1
1467,5
1468,7
1469,1
1470,10
1471,1
1472,3
1473,6
1474,5
1475,10
1476,2
1477,9
1478,8
1479,1
1480,8
1481,6
1482,6
1483,1
1484,5
1485,7
1486,9
1487,8
1488,7
1489,4
1490,10
1491,5
1492,2
1493,4
1494,10
1495,10
1496,2
1497,4
1498,2
1499,8
1500,1
1501,5
1502,6
1503,1
1504,5
1505,4
1506,7
1507,1
1508,4
1509,4
1510,7
1511,5
1512,2
1513,6
1514,3
1515,2
1516,1
1517,1
1518,6
1519,4
1520,3
1521,9
1522,2
1523,4
1524,6
1525,7
1526,3
1527,5
1528,7
1529,10
1530,5
1531,7
1532,8
1533,10
1534,4
1535,10
1536,10
1537,8
1538,1
1539,7
1540,8
1541,9
1542,7
1543,5
1544,8
1545,6
1546,1
1547,4
1548,3
1549,10
1550,6
1551,4
1552,9
1553,6
1554,10
1555,1
1556,6
1557,5
1558,3
1559,9
1560,2
1561,4
1562,3
1563,2
1564,2
1565,9
1566,7
1567,1
1568,4
1569,9
1570,5
1571,6
1572,5
1573,10
1574,8
1575,7
1576,4
1577,5
1578,9
1579,10
1580,4
1581,1
1582,2
1583,1
1584,4
1585,7
1586,2
1587,9
1588,2
1589,5
1590,3
1591,10
1592,7
1593,3
1594,4
1595,9
1596,9
1597,7
1598,4
1599,8
1600,5
1601,4
1602,3
1603,2
1604,1
1605,9
1606,1
1607,9
1608,10
1609,10
1610,4
1611,7
1612,8
1613,5
1614,5
1615,2
1616,5
1617,10
1618,1
1619,9
1620,1
1621,8
1622,9
1623,5
1624,3
1625,7
1626,8
1627,5
1628,4
1629,2
1630,7
1631,1
1632,5
1633,7
1634,10
1635,4
1636,4
1637,2
1638,9
1639,4
1640,1
1641,2
1642,1
1643,1
1644,3
1645,2
1646,8
1647,10
1648,2
1649,1
1650,6
1651,6
1652,10
1653,3
1654,2
1655,1
1656,1
1657,6
1658,6
1659,2
1660,6
1661,3
1662,6
1663,3
1664,5
1665,6
1666,3
1667,5
1668,3
1669,6
1670,3
1671,4
1672,6
1673,5
1674,8
1675,9
1676,6
1677,2
1678,9
1679,4
1680,7
1681,4
1682,8
1683,2
1684,2
1685,7
1686,5
1687,6
1688,3
1689,7
1690,3
1691,10
1692,3
1693,3
1694,9
1695,4
1696,6
1697,10
1698,4
1699,6
1700,1
1701,3
1702,1
1703,7
1704,10
1705,10
1706,8
1707,2
1708,8
1709,10
1710,5
1711,7
1712,9
1713,7
1714,3
1715,4
1716,6
1717,1
1718,7
1719,6
1720,8
1721,7
1722,7
1723,1
1724,7
1725,4
1726,7
1727,2
1728,10
1729,1
1730,8
1731,2
1732,8
1733,5
1734,5
1735,8
1736,4
1737,2
1738,10
1739,8
1740,6
1741,6
1742,6
1743,9
1744,10
1745,10
1746,4
1747,3
1748,5
1749,2
1750,2
1751,9
1752,3
1753,9
1754,2
1755,1
1756,10
1757,10
1758,10
1759,4
1760,8
1761,6
1762,10
1763,9
1764,9
1765,2
1766,5
1767,3
1768,5
1769,6
1770,5
1771,5
1772,3
1773,9
1774,4
1775,4
1776,1
1777,6
1778,5
1779,7
1780,5
1781,5
1782,6
1783,9
1784,10
1785,3
1786,1
1787,4
1788,6
1789,2
1790,10
1791,1
1792,1
1793,2
1794,10
1795,5
1796,10
1797,2
1798,9
1799,5
1800,9
1801,4
1802,6
1803,9
1804,1
1805,5
1806,1
1807,2
1808,6
1809,2
1810,7
1811,10
1812,4
1813,9
1814,4
1815,9
1816,8
1817,3
1818,9
1819,2
1820,8
1821,3
1822,1
1823,5
1824,4
1825,5
1826,9
1827,9
1828,10
1829,4
1830,9
1831,8
1832,2
1833,2
1834,3
1835,2
1836,8
1837,10
1838,2
1839,10
1840,7
1841,3
1842,5
1843,10
1844,5
1845,2
1846,2
1847,10
1848,9
1849,10
1850,4
1851,6
1852,3
1853,3
1854,1
1855,4
1856,2
1857,1
1858,9
1859,6
1860,4
1861,9
1862,9
1863,9
1864,6
1865,5
1866,1
1867,4
1868,8
1869,7
1870,7
1871,9
1872,1
1873,6
1874,5
1875,3
1876,6
1877,10
1878,6
1879,5
1880,3
1881,9
1882,6
1883,7
1884,1
1885,9
1886,10
1887,2
1888,10
1889,6
1890,5
1891,10
1892,7
1893,6
1894,6
1895,2
1896,4
1897,2
1898,7
1899,8
1900,7
1901,5
1902,3
1903,4
1904,10
1905,7
1906,3
1907,7
1908,4
1909,4
1910,8
1911,9
1912,5
1913,6
1914,9
1915,10
1916,4
1917,1
1918,4
1919,9
1920,5
1921,1
1922,9
1923,6
1924,5
1925,10
1926,6
1927,7
1928,1
1929,9
1930,1
1931,3
1932,7
1933,1
1934,4
1935,6
1936,6
1937,8
1938,3
1939,8
1940,1
1941,10
1942,7
1943,9
1944,3
1945,6
1946,5
1947,1
1948,10
1949,8
1950,10
1951,10
1952,3
1953,3
1954,4
1955,7
1956,3
1957,2
1958,3
1959,6
1960,2
1961,5
1962,7
1963,9
1964,4
1965,2
1966,6
1967,9
1968,8
1969,6
1970,3
1971,6
1972,4
1973,6
1974,7
1975,1
1976,5
1977,7
1978,9
1979,2
1980,7
1981,6
1982,10
1983,8
1984,6
1985,7
1986,6
1987,10
1988,5
1989,2
1990,9
1991,1
1992,1
1993,10
1994,1
1995,9
1996,4
1997,4
1998,2
1999,3
2000,5
2001,5
2002,7
2003,5
2004,10
2005,3
2006,1
2007,10
2008,4
2009,6
2010,10
2011,5
2012,6
2013,2
2014,2
2015,6
2016,9
2017,6
2018,3
2019,10
2020,6
2021,10
2022,8
2023,2
2024,7
2025,9
2026,2
2027,6
2028,1
2029,1
2030,3
2031,4
2032,3
2033,5
2034,7
2035,10
2036,8
2037,6
2038,6
2039,10
2040,2
2041,8
2042,2
2043,2
2044,2
2045,6
2046,2
2047,9
2048,7
2049,3
2050,3
2051,10
2052,10
2053,9
2054,9
2055,3
2056,8
2057,1
2058,8
2059,5
2060,6
2061,10
2062,5
2063,3
2064,1
2065,2
2066,8
2067,8
2068,1
2069,2
2070,5
2071,4
2072,3
2073,4
2074,5
2075,7
2076,6
2077,6
2078,8
2079,10
2080,8
2081,6
2082,9
2083,8
2084,2
2085,5
2086,5
2087,2
2088,7
2089,4
2090,9
2091,5
2092,10
2093,8
2094,1
2095,7
2096,6
2097,3
2098,2
2099,5
2100,4
2101,7
2102,7
2103,7
2104,5
2105,1
2106,8
2107,8
2108,8
2109,3
2110,9
2111,7
2112,7
2113,2
2114,10
2115,2
2116,9
2117,9
2118,1
2119,3
2120,3
2121,10
2122,2
2123,5
2124,2
2125,2
2126,4
2127,5
2128,1
2129,5
2130,1
2131,6
2132,3
2133,8
2134,5
2135,9
2136,5
2137,5
2138,10
2139,5
2140,7
2141,8
2142,6
2143,5
2144,3
2145,8
2146,6
2147,9
2148,5
2149,9
2150,10
2151,5
2152,10
2153,5
2154,3
2155,1
2156,3
2157,9
2158,1
2159,1
2160,8
2161,9
2162,3
2163,3
2164,3
2165,10
2166,8
2167,5
2168,5
2169,9
2170,6
2171,4
2172,2
2173,3
2174,5
2175,9
2176,8
2177,8
2178,9
2179,4
2180,2
2181,9
2182,8
2183,9
2184,10
2185,2
2186,7
2187,6
2188,2
2189,1
2190,8
2191,7
2192,6
2193,10
2194,10
2195,10
2196,3
2197,7
2198,4
2199,7
2200,1
2201,2
2202,7
2203,8
2204,1
2205,8
2206,6
2207,3
2208,6
2209,4
2210,3
2211,5
2212,3
2213,8
2214,10
2215,4
2216,9
2217,5
2218,4
2219,2
2220,5
2221,1
2222,1
2223,5
2224,1
2225,10
2226,1
2227,8
2228,8
2229,9
2230,9
2231,8
2232,4
2233,2
2234,3
2235,5
2236,8
2237,4
2238,5
2239,7
2240,1
2241,3
2242,9
2243,10
2244,1
2245,10
2246,7
2247,2
2248,3
2249,3
2250,9
2251,9
2252,2
2253,5
2254,5
2255,6
2256,7
2257,7
2258,10
2259,5
2260,3
2261,2
2262,3
2263,2
2264,9
2265,9
2266,4
2267,3
2268,8
2269,6
2270,2
2271,3
2272,5
2273,7
2274,8
2275,4
2276,2
2277,7
2278,5
2279,8
2280,8
2281,9
2282,7
2283,1
2284,10
2285,3
2286,10
2287,8
2288,4
2289,3
2290,7
2291,8
2292,5
2293,6
2294,2
2295,5
2296,2
2297,4
2298,2
2299,1
2300,10
2301,7
2302,6
2303,2
2304,4
2305,9
2306,9
2307,9
2308,4
2309,8
2310,3
2311,8
2312,8
2313,3
2314,8
2315,2
2316,8
2317,1
2318,2
2319,10
2320,7
2321,4
2322,2
2323,4
2324,1
2325,5
2326,6
2327,8
2328,4
2329,4
2330,3
2331,7
2332,6
2333,8
2334,6
2335,2
2336,8
2337,3
2338,10
2339,2
2340,4
2341,7
2342,2
2343,5
2344,6
2345,5
2346,10
2347,2
2348,10
2349,7
2350,3
2351,2
2352,8
2353,9
2354,4
2355,5
2356,5
2357,4
2358,1
2359,5
2360,10
2361,10
2362,9
2363,4
2364,1
2365,8
2366,9
2367,9
2368,10
2369,9
2370,7
2371,10
2372,6
2373,8
2374,1
2375,1
2376,8
2377,4
2378,7
2379,3
2380,7
2381,4
2382,5
2383,6
2384,10
2385,10
2386,1
2387,2
2388,4
2389,7
2390,5
2391,6
2392,4
2393,3
2394,10
2395,1
2396,4
2397,2
2398,2
2399,4
2400,8
2401,2
2402,9
2403,4
2404,10
2405,10
2406,10
2407,2
2408,9
2409,6
2410,3
2411,5
2412,9
2413,3
2414,1
2415,10
2416,10
2417,7
2418,3
2419,8
2420,1
2421,7
2422,8
2423,10
2424,4
2425,8
2426,4
2427,7
2428,2
2429,7
2430,2
2431,7
2432,4
2433,10
2434,4
2435,8
2436,5
2437,5
2438,2
2439,6
2440,9
2441,1
2442,9
2443,7
2444,10
2445,7
2446,2
2447,7
2448,4
2449,3
2450,10
2451,9
2452,9
2453,6
2454,3
2455,3
2456,6
2457,3
2458,4
2459,5
2460,9
2461,8
2462,3
2463,2
2464,6
2465,3
2466,3
2467,10
2468,5
2469,3
2470,5
2471,3
2472,2
2473,5
2474,1
2475,1
2476,5
2477,6
2478,1
2479,8
2480,5
2481,9
2482,6
2483,2
2484,1
2485,7
2486,7
2487,9
2488,9
2489,3
2490,9
2491,6
2492,6
2493,4
2494,1
2495,4
2496,10
2497,4
2498,4
2499,6
2500,1
2501,8
2502,4
2503,7
2504,10
2505,10
2506,4
2507,9
2508,8
2509,4
2510,1
2511,8
2512,10
2513,1
2514,9
2515,8
2516,8
2517,6
2518,3
2519,10
2520,1
2521,6
2522,6
2523,6
2524,3
2525,6
2526,2
2527,5
2528,9
2529,9
2530,9
2531,3
2532,5
2533,1
2534,8
2535,9
2536,7
2537,6
2538,3
2539,7
2540,5
2541,6
2542,4
2543,4
2544,2
2545,3
2546,2
2547,1
2548,4
2549,7
2550,1
2551,4
2552,9
2553,3
2554,2
2555,8
2556,7
2557,3
2558,9
2559,3
2560,3
2561,8
2562,4
2563,6
2564,4
2565,4
2566,1
2567,5
2568,3
2569,7
2570,1
2571,9
2572,7
2573,3
2574,5
2575,5
2576,2
2577,9
2578,9
2579,6
2580,1
2581,3
2582,7
2583,8
2584,8
2585,5
2586,10
2587,7
2588,4
2589,2
2590,1
2591,3
2592,1
2593,8
2594,7
2595,8
2596,6
2597,5
2598,4
2599,8
2600,10
2601,6
2602,5
2603,5
2604,1
2605,6
2606,3
2607,8
2608,5
2609,5
2610,8
2611,1
2612,9
2613,5
2614,6
2615,6
2616,6
2617,10
2618,4
2619,2
2620,8
2621,9
2622,5
2623,7
2624,3
2625,2
2626,9
2627,2
2628,1
2629,1
2630,1
2631,6
2632,7
2633,2
2634,7
2635,7
2636,6
2637,9
2638,1
2639,6
2640,6
2641,1
2642,5
2643,10
2644,7
2645,4
2646,2
2647,4
2648,5
2649,2
2650,5
2651,8
2652,5
2653,8
2654,10
2655,9
2656,10
2657,2
2658,4
2659,3
2660,10
2661,6
2662,8
2663,4
2664,7
2665,1
2666,10
2667,2
2668,9
2669,8
2670,3
2671,10
2672,2
2673,5
2674,1
2675,4
2676,10
2677,8
2678,5
2679,2
2680,10
2681,8
2682,2
2683,3
2684,5
2685,10
2686,6
2687,1
2688,10
2689,1
2690,2
2691,7
2692,8
2693,2
2694,1
2695,8
2696,5
2697,2
2698,2
2699,2
2700,9
2701,4
2702,7
2703,10
2704,4
2705,1
2706,1
2707,2
2708,9
2709,9
2710,4
2711,5
2712,1
2713,6
2714,8
2715,9
2716,1
2717,5
2718,1
2719,4
2720,7
2721,4
2722,5
2723,7
2724,6
2725,2
2726,8
2727,8
2728,8
2729,5
2730,7
2731,9
2732,2
2733,10
2734,7
2735,3
2736,7
2737,8
2738,6
2739,4
2740,10
2741,7
2742,9
2743,3
2744,3
2745,4
2746,5
2747,2
2748,9
2749,9
2750,6
2751,2
2752,3
2753,4
2754,10
2755,1
2756,9
2757,10
2758,3
2759,8
2760,7
2761,9
2762,3
2763,2
2764,2
2765,7
2766,8
2767,7
2768,4
2769,1
2770,7
2771,10
2772,9
2773,6
2774,1
2775,5
2776,8
2777,9
2778,8
2779,6
2780,2
2781,6
2782,9
2783,1
2784,2
2785,4
2786,4
2787,1
2788,8
2789,5
2790,4
2791,1
2792,10
2793,5
2794,6
2795,8
2796,3
2797,7
2798,5
2799,9
2800,2
2801,7
2802,3
2803,1
2804,5
2805,4
2806,6
2807,9
2808,4
2809,2
2810,8
2811,4
2812,1
2813,10
2814,8
2815,6
2816,8
2817,2
2818,5
2819,6
2820,8
2821,3
2822,7
2823,9
2824,3
2825,4
2826,3
2827,4
2828,9
2829,9
2830,7
2831,1
2832,2
2833,9
2834,8
2835,1
2836,10
2837,10
2838,6
2839,7
2840,10
2841,10
2842,3
2843,9
2844,1
2845,1
2846,10
2847,2
2848,1
2849,5
2850,5
2851,9
2852,10
2853,9
2854,1
2855,3
2856,6
2857,10
2858,7
2859,6
2860,5
2861,4
2862,3
2863,1
2864,6
2865,3
2866,3
2867,4
2868,1
2869,6
2870,8
2871,7
2872,10
2873,4
2874,9
2875,9
2876,5
2877,4
2878,5
2879,1
2880,3
2881,3
2882,5
2883,9
2884,10
2885,6
2886,9
2887,10
2888,1
2889,4
2890,10
2891,4
2892,7
2893,1
2894,9
2895,3
2896,10
2897,4
2898,4
2899,5
2900,7
2901,10
2902,4
2903,8
2904,8
2905,4
2906,5
2907,5
2908,9
2909,7
2910,10
2911,1
2912,4
2913,5
2914,5
2915,10
2916,5
2917,10
2918,4
2919,10
2920,2
2921,1
2922,4
2923,1
2924,8
2925,5
2926,7
2927,9
2928,8
2929,3
2930,4
2931,6
2932,7
2933,10
2934,7
2935,9
2936,10
2937,5
2938,3
2939,7
2940,1
2941,7
2942,2
2943,2
2944,5
2945,8
2946,3
2947,3
2948,2
2949,4
2950,2
2951,3
2952,5
2953,4
2954,5
2955,8
2956,4
2957,6
2958,6
2959,2
2960,6
2961,4
2962,8
2963,3
2964,4
2965,5
2966,9
2967,1
2968,10
2969,9
2970,3
2971,4
2972,9
2973,1
2974,10
2975,9
2976,3
2977,10
2978,10
2979,1
2980,7
2981,4
2982,5
2983,5
2984,8
2985,6
2986,10
2987,6
2988,5
2989,2
2990,5
2991,4
2992,6
2993,6
2994,10
2995,7
2996,5
2997,1
