,CV
629,4
630,2
631,2
632,4
633,4
634,8
635,7
636,8
637,7
638,3
639,7
640,4
641,8
642,4
643,1
644,2
645,9
646,5
647,6
648,4
649,8
650,1
651,10
652,3
653,7
654,5
655,10
656,3
657,3
658,10
659,5
660,1
661,9
662,7
663,8
664,6
665,8
666,7
667,1
668,2
669,1
670,1
671,6
672,3
673,2
674,10
675,5
676,5
677,4
678,2
679,3
680,6
681,2
682,3
683,6
684,6
685,1
686,7
687,9
688,3
689,4
690,6
691,6
692,10
693,8
694,7
695,9
696,7
697,4
698,5
699,8
700,5
701,8
702,7
703,6
704,10
705,1
706,7
707,9
708,7
709,8
710,5
711,5
712,7
713,9
714,4
715,6
716,10
717,6
718,5
719,7
720,8
721,9
722,7
723,6
724,5
725,3
726,8
727,7
728,10
729,7
730,8
731,10
732,1
733,6
734,3
735,10
736,7
737,7
738,5
739,10
740,6
741,1
742,9
743,9
744,4
745,6
746,7
