,CV
628,3
629,8
630,9
631,2
632,7
633,7
634,2
635,9
636,5
637,5
638,8
639,2
640,5
641,9
642,8
643,6
644,8
645,4
646,7
647,3
648,5
649,4
650,5
651,1
652,5
653,1
654,3
655,10
656,9
657,3
658,2
659,4
660,7
661,4
662,9
663,9
664,7
665,3
666,2
667,1
668,6
669,3
670,3
671,2
672,6
673,7
674,5
675,1
676,4
677,1
678,2
679,7
680,2
681,5
682,1
683,9
684,9
685,4
686,6
687,1
688,9
689,6
690,1
691,4
692,2
693,10
694,6
695,5
696,4
697,5
698,2
699,4
700,2
701,5
702,3
703,10
704,8
705,4
706,4
707,7
708,6
709,4
710,3
711,4
712,8
713,2
714,7
715,10
716,4
717,5
718,10
719,6
720,3
721,6
722,3
723,4
724,6
725,8
726,2
727,5
728,10
729,3
730,1
731,6
732,4
733,2
734,10
735,8
736,3
737,2
738,1
739,8
740,7
741,3
742,6
743,3
744,7
745,2
746,5
747,3
748,5
749,1
750,3
751,4
752,1
753,7
754,5
755,2
756,7
757,3
758,7
759,5
760,9
761,1
762,4
763,1
764,7
765,2
766,9
767,5
768,9
769,3
770,6
771,6
772,1
773,10
774,2
775,3
776,7
777,2
778,5
779,6
780,4
781,3
782,9
783,10
784,3
785,2
786,4
787,9
788,6
789,2
790,7
791,4
792,5
793,2
794,4
795,2
796,9
797,5
798,5
799,1
800,1
801,10
802,3
803,5
804,8
805,3
806,6
807,2
808,9
809,1
810,4
811,4
812,6
813,9
814,5
815,5
816,5
817,5
818,1
819,10
820,5
821,2
822,6
823,4
824,2
825,8
826,6
827,8
828,4
829,1
830,7
831,4
832,9
833,3
834,8
835,6
836,5
837,7
838,4
839,9
840,3
841,3
842,3
843,4
844,8
845,8
846,9
847,6
848,1
849,4
850,6
851,5
852,6
853,10
854,8
855,2
856,2
857,7
858,4
859,9
860,5
861,5
862,1
863,6
864,2
865,7
866,4
867,3
868,7
869,4
870,3
871,3
872,7
873,4
874,8
875,10
876,9
877,5
878,2
879,4
880,5
881,9
882,6
883,4
884,6
885,5
886,6
887,5
888,10
889,4
890,2
891,2
892,7
893,7
894,9
895,2
896,8
897,2
898,6
899,8
900,1
901,7
902,6
903,8
904,7
905,4
906,7
907,9
908,5
909,3
910,4
911,6
912,2
913,4
914,1
915,1
916,3
917,5
918,10
919,8
920,1
921,7
922,5
923,4
924,3
925,4
926,9
927,6
928,10
929,9
930,10
931,7
932,8
933,6
934,6
935,10
936,5
937,10
938,10
939,10
940,2
941,7
942,7
943,5
944,9
945,8
946,4
947,4
948,7
949,8
950,10
951,8
952,8
953,1
954,5
955,7
956,6
957,8
