,CV
629,3
630,6
631,6
632,6
633,5
634,6
635,10
636,1
637,5
638,2
639,7
640,4
641,3
642,4
643,7
644,10
645,1
646,10
647,10
648,3
649,9
650,7
651,5
652,2
653,1
654,1
655,7
656,4
657,10
658,7
659,7
660,4
661,4
662,6
663,10
664,10
665,1
666,7
667,10
668,9
669,5
670,10
671,10
672,8
673,7
674,9
675,8
676,1
677,6
678,9
679,1
680,8
681,3
682,8
683,2
684,10
685,9
686,5
687,6
688,2
689,7
690,6
691,10
692,2
693,5
694,8
695,4
696,10
697,9
698,7
699,1
700,5
701,6
702,3
703,4
704,10
705,10
706,4
707,8
708,6
709,8
710,5
711,6
712,6
713,7
714,2
715,5
716,6
717,2
718,2
719,9
720,9
721,4
722,4
723,3
724,2
725,3
726,10
727,7
728,6
729,8
730,6
731,10
732,6
733,6
734,3
735,6
736,2
737,9
738,1
739,3
740,2
741,7
742,4
743,10
744,5
745,8
746,5
747,8
748,10
749,1
750,2
751,10
752,6
753,5
754,6
755,9
756,7
757,6
758,3
759,10
760,9
761,8
762,8
763,4
764,3
765,2
766,3
767,7
768,10
769,3
770,2
771,7
772,6
773,6
774,6
775,8
776,1
777,10
778,6
779,1
780,5
781,9
782,1
783,2
784,7
785,10
786,8
787,5
788,8
789,10
790,9
791,10
792,10
793,5
794,2
795,3
796,10
797,8
798,5
799,8
800,5
801,4
802,10
803,10
804,7
805,10
806,8
807,8
808,3
809,6
810,8
811,1
812,8
813,7
814,5
815,7
816,1
817,6
818,6
819,5
820,5
821,3
822,7
823,3
824,5
825,7
826,9
827,4
828,3
829,1
830,6
831,8
832,10
833,10
834,1
835,8
836,8
837,7
838,5
839,6
840,9
841,6
842,7
843,7
844,9
845,9
846,7
847,10
848,7
849,6
850,8
851,9
852,10
853,10
854,5
855,5
856,2
857,3
858,7
859,3
860,3
861,8
862,2
863,6
864,1
865,4
866,9
867,7
868,5
869,8
870,1
871,6
872,7
873,4
874,10
875,8
876,10
877,3
878,10
879,5
880,6
881,1
882,4
883,6
884,8
885,1
886,4
887,4
888,10
889,1
890,8
891,3
892,10
893,10
894,7
895,10
896,7
897,6
898,1
899,6
900,1
901,2
902,7
903,10
904,1
905,7
906,8
907,7
908,2
909,9
910,9
911,10
912,7
913,1
914,4
915,8
916,6
917,8
918,4
919,4
920,4
921,10
922,10
923,2
924,5
925,7
926,5
927,5
928,3
929,8
930,4
931,2
932,2
933,4
934,2
935,3
936,10
937,6
938,8
939,5
940,3
941,8
942,4
943,8
944,7
945,5
946,6
947,5
948,3
949,4
950,10
951,9
952,9
953,6
954,9
955,3
956,10
957,7
958,5
959,9
960,6
961,2
962,1
963,9
964,3
965,6
966,1
967,1
968,1
969,7
970,5
971,2
972,7
973,5
974,5
975,4
976,3
977,8
978,2
979,6
980,6
981,6
982,6
983,5
984,4
985,6
986,1
987,10
988,6
989,5
990,3
991,7
992,1
993,3
994,1
995,5
996,5
997,3
998,8
999,10
1000,10
1001,6
1002,2
1003,10
1004,7
1005,1
1006,7
1007,9
1008,1
1009,3
1010,1
1011,2
1012,8
1013,2
1014,5
1015,9
1016,10
1017,2
1018,5
1019,7
1020,5
1021,2
1022,8
1023,9
1024,2
1025,1
1026,4
1027,10
1028,3
1029,2
1030,7
1031,4
1032,8
1033,7
1034,7
1035,2
1036,7
1037,3
1038,4
1039,1
1040,3
1041,5
1042,3
1043,6
1044,1
1045,6
1046,5
1047,4
1048,3
1049,7
1050,6
1051,9
1052,10
1053,10
1054,6
1055,5
1056,8
1057,10
1058,4
1059,6
1060,8
1061,7
1062,2
1063,9
1064,8
1065,7
1066,6
1067,1
1068,3
1069,5
1070,4
1071,7
1072,9
1073,4
1074,10
1075,10
1076,1
1077,7
1078,1
1079,6
1080,5
1081,2
1082,6
1083,4
1084,6
1085,5
1086,4
1087,4
1088,9
1089,4
1090,5
1091,8
1092,2
1093,1
1094,3
1095,1
1096,2
1097,7
1098,1
1099,4
1100,9
1101,3
1102,3
1103,6
1104,1
1105,10
1106,10
1107,9
1108,6
1109,7
1110,1
1111,4
1112,7
1113,10
1114,5
1115,5
1116,5
1117,4
1118,3
1119,5
1120,9
1121,5
1122,8
1123,9
1124,6
1125,8
1126,1
1127,3
1128,10
1129,4
1130,6
1131,3
1132,9
1133,2
1134,8
1135,1
1136,6
1137,9
1138,5
1139,4
1140,10
1141,7
1142,8
1143,6
1144,1
1145,3
1146,10
1147,8
1148,2
1149,8
1150,5
1151,6
1152,2
1153,10
1154,3
1155,9
1156,6
1157,7
1158,8
1159,4
1160,1
1161,8
1162,4
1163,4
1164,9
1165,4
1166,3
1167,7
1168,1
1169,1
1170,4
1171,7
1172,6
1173,5
1174,9
1175,8
1176,2
1177,4
1178,4
1179,2
1180,3
1181,5
1182,8
1183,6
1184,5
1185,1
1186,8
1187,7
1188,7
1189,10
1190,3
1191,10
1192,8
1193,6
1194,1
1195,8
1196,7
1197,1
1198,5
1199,10
1200,6
1201,1
1202,1
1203,1
1204,9
1205,3
1206,3
1207,3
1208,4
1209,5
1210,7
1211,5
1212,2
1213,9
1214,2
1215,6
1216,5
1217,3
1218,2
1219,5
1220,3
1221,7
1222,9
1223,10
1224,6
1225,9
1226,4
1227,9
1228,8
1229,7
1230,9
1231,6
1232,5
1233,2
1234,5
1235,4
1236,9
1237,7
1238,7
1239,3
1240,7
1241,9
1242,4
1243,5
1244,6
1245,2
1246,4
1247,3
1248,7
1249,3
1250,6
1251,9
1252,7
1253,8
1254,4
1255,8
1256,5
1257,2
1258,5
1259,10
1260,9
1261,8
1262,6
1263,5
1264,3
1265,8
1266,7
1267,8
1268,5
1269,9
1270,6
1271,4
1272,10
1273,6
1274,8
1275,8
1276,1
1277,5
1278,3
1279,8
1280,6
1281,3
1282,3
1283,9
1284,3
1285,7
1286,1
1287,3
1288,5
1289,2
1290,9
1291,2
1292,5
1293,9
1294,5
1295,8
1296,10
1297,10
1298,2
1299,8
1300,1
1301,5
1302,10
1303,6
1304,6
1305,6
1306,2
1307,7
1308,9
1309,7
1310,7
1311,9
1312,9
1313,4
1314,6
1315,7
1316,6
1317,5
1318,6
1319,6
1320,2
1321,5
1322,7
1323,2
1324,4
1325,5
1326,5
1327,9
1328,8
1329,6
1330,4
1331,9
1332,3
1333,6
1334,5
1335,1
1336,4
1337,9
1338,3
1339,5
1340,2
1341,1
1342,1
1343,7
1344,8
1345,3
1346,5
1347,3
1348,7
1349,6
1350,6
1351,2
1352,3
1353,6
1354,4
1355,7
1356,7
1357,5
1358,9
1359,2
1360,7
1361,8
1362,1
1363,1
1364,4
1365,2
1366,8
1367,4
1368,8
1369,10
1370,7
1371,8
1372,3
1373,4
1374,8
1375,9
1376,8
1377,8
1378,1
1379,1
1380,2
1381,3
1382,7
1383,8
1384,3
1385,2
1386,6
1387,8
1388,3
1389,10
1390,7
1391,9
1392,9
1393,3
1394,3
1395,8
1396,5
1397,1
1398,5
1399,9
1400,9
1401,2
1402,10
1403,7
1404,2
1405,5
1406,2
1407,4
1408,9
1409,4
1410,5
1411,10
1412,1
1413,5
1414,5
1415,4
1416,7
1417,1
1418,10
1419,5
1420,5
1421,9
1422,1
1423,1
1424,10
1425,8
1426,5
1427,9
1428,2
1429,9
1430,8
1431,4
1432,7
1433,9
1434,1
1435,5
1436,9
1437,1
1438,10
1439,1
1440,7
1441,10
1442,7
1443,2
1444,9
1445,10
1446,5
1447,4
1448,3
1449,4
1450,8
1451,4
1452,4
1453,9
1454,2
1455,3
1456,5
1457,2
1458,2
1459,2
1460,7
1461,9
1462,2
1463,2
1464,4
1465,9
1466,5
1467,8
1468,1
1469,5
1470,10
1471,8
1472,10
1473,6
1474,5
1475,5
1476,7
1477,10
1478,7
1479,5
1480,6
1481,4
1482,6
1483,1
1484,5
1485,8
1486,9
1487,2
1488,5
1489,1
1490,3
1491,2
1492,7
1493,8
1494,2
1495,7
1496,9
1497,3
1498,2
1499,9
1500,6
1501,2
1502,6
1503,7
1504,5
1505,3
1506,2
1507,3
1508,6
1509,2
1510,3
1511,9
1512,6
1513,8
1514,7
1515,9
1516,7
1517,6
1518,4
1519,10
1520,7
1521,7
1522,5
1523,1
1524,6
1525,4
1526,7
1527,6
1528,9
1529,7
1530,1
1531,8
1532,4
1533,10
1534,8
1535,6
1536,10
1537,2
1538,10
1539,5
1540,10
1541,1
1542,3
1543,4
1544,7
1545,7
1546,1
1547,2
1548,1
1549,1
1550,6
1551,9
1552,7
1553,10
1554,3
1555,10
1556,3
1557,3
1558,4
1559,9
1560,1
1561,7
1562,2
1563,9
1564,10
1565,5
1566,9
1567,10
1568,7
1569,9
1570,1
1571,3
1572,7
1573,10
1574,9
1575,10
1576,5
1577,1
1578,3
1579,4
1580,2
1581,7
1582,9
1583,8
1584,9
1585,5
1586,8
1587,9
1588,4
1589,4
1590,1
1591,10
1592,10
1593,4
1594,1
1595,10
1596,9
1597,10
1598,6
1599,8
1600,4
1601,8
1602,6
1603,9
1604,10
1605,10
1606,2
1607,6
1608,7
1609,7
1610,5
1611,8
1612,1
1613,7
1614,10
1615,9
1616,8
1617,10
1618,4
1619,3
1620,3
1621,2
1622,1
1623,8
1624,7
1625,4
1626,5
1627,3
1628,7
1629,7
1630,4
1631,2
1632,6
1633,3
1634,3
1635,8
1636,1
1637,8
1638,2
1639,4
1640,3
1641,2
1642,7
1643,8
1644,9
1645,1
1646,3
1647,7
1648,6
1649,7
1650,8
1651,8
1652,6
1653,1
1654,5
1655,5
1656,5
1657,3
1658,8
1659,5
1660,2
1661,8
1662,7
1663,1
1664,7
1665,8
1666,1
1667,10
1668,3
1669,7
1670,7
1671,9
1672,5
1673,6
1674,10
1675,10
1676,8
1677,7
1678,6
1679,3
1680,9
1681,6
1682,3
1683,3
1684,8
1685,10
1686,6
1687,1
1688,9
1689,2
1690,2
1691,3
1692,2
1693,7
1694,9
1695,7
1696,3
1697,10
1698,5
1699,3
1700,2
1701,3
1702,9
1703,7
1704,8
1705,9
1706,9
1707,5
1708,6
1709,5
1710,6
1711,10
1712,4
1713,6
1714,2
1715,4
1716,1
1717,2
1718,6
1719,7
1720,4
1721,8
1722,9
1723,1
1724,2
1725,3
1726,1
1727,8
1728,10
1729,9
1730,2
1731,4
1732,3
1733,2
1734,6
1735,8
1736,1
1737,8
1738,8
1739,2
1740,6
1741,3
1742,10
1743,9
1744,9
1745,4
1746,4
1747,2
1748,2
1749,5
1750,3
1751,5
1752,9
1753,3
1754,1
1755,2
1756,7
1757,5
1758,5
1759,5
1760,5
1761,6
1762,7
1763,1
1764,6
1765,2
1766,7
1767,8
1768,7
1769,7
1770,9
1771,8
1772,3
1773,9
1774,6
1775,1
1776,9
1777,3
1778,9
1779,8
1780,9
1781,5
1782,1
1783,7
1784,3
1785,8
1786,4
1787,6
1788,10
1789,10
1790,4
1791,6
1792,8
1793,6
1794,4
1795,2
1796,5
1797,10
1798,3
1799,6
1800,6
1801,5
1802,1
1803,2
1804,3
1805,10
1806,6
1807,7
1808,7
1809,10
1810,10
1811,4
1812,8
1813,1
1814,1
1815,7
1816,1
1817,8
1818,6
1819,5
1820,7
1821,2
1822,8
1823,4
1824,2
1825,2
1826,2
1827,9
1828,10
1829,6
1830,2
1831,5
1832,3
1833,8
1834,10
1835,3
1836,2
1837,4
1838,7
1839,3
1840,6
1841,2
1842,5
1843,9
1844,7
1845,2
1846,7
1847,7
1848,10
1849,8
1850,1
1851,5
1852,7
1853,3
1854,4
1855,2
1856,8
1857,3
1858,4
1859,6
1860,10
1861,1
1862,4
1863,2
1864,3
1865,3
1866,2
1867,9
1868,8
1869,10
1870,10
1871,8
1872,2
1873,10
1874,3
1875,10
1876,8
1877,4
1878,9
1879,3
1880,10
1881,8
1882,5
1883,1
1884,7
1885,10
1886,4
1887,10
1888,2
1889,10
1890,9
1891,4
1892,4
1893,1
1894,1
1895,2
1896,7
1897,2
1898,3
1899,9
1900,6
1901,4
1902,7
1903,7
1904,7
1905,1
1906,3
1907,3
1908,7
1909,7
1910,10
1911,2
1912,6
1913,4
1914,8
1915,2
1916,5
1917,3
1918,6
1919,10
1920,7
1921,5
1922,9
1923,10
1924,2
1925,1
1926,6
1927,3
1928,6
1929,4
1930,7
1931,5
1932,8
1933,9
1934,7
1935,10
1936,10
1937,9
1938,10
1939,10
1940,1
1941,1
1942,6
1943,1
1944,10
1945,7
1946,9
1947,3
1948,4
1949,2
1950,4
1951,3
1952,6
1953,3
1954,5
1955,4
1956,4
1957,9
1958,1
1959,5
1960,4
1961,8
1962,5
1963,8
1964,5
1965,4
1966,5
1967,5
1968,2
1969,10
1970,2
1971,3
1972,3
1973,3
1974,4
1975,3
1976,6
1977,9
1978,3
1979,4
1980,3
1981,8
1982,3
1983,5
1984,5
1985,9
1986,3
1987,9
1988,3
1989,4
1990,9
1991,6
1992,9
1993,2
1994,10
1995,5
1996,6
1997,2
1998,8
1999,6
2000,10
2001,7
2002,8
2003,9
2004,7
2005,7
2006,10
2007,8
2008,5
2009,3
2010,3
2011,5
2012,1
2013,7
2014,5
2015,8
2016,3
2017,8
2018,10
2019,7
2020,4
2021,1
2022,9
2023,7
2024,8
2025,2
2026,8
2027,9
2028,6
2029,7
2030,8
2031,9
2032,7
2033,5
2034,10
2035,8
2036,2
2037,4
2038,10
2039,7
2040,3
2041,3
2042,5
2043,10
2044,5
2045,2
2046,1
2047,6
2048,4
2049,10
2050,5
2051,2
2052,10
2053,5
2054,2
2055,8
2056,10
2057,1
2058,8
2059,4
2060,1
2061,6
2062,5
2063,7
2064,9
2065,4
2066,9
2067,7
2068,9
2069,6
2070,9
2071,3
2072,5
2073,2
2074,3
2075,10
2076,9
2077,8
2078,1
2079,1
2080,6
2081,9
2082,10
2083,1
2084,1
2085,7
2086,2
2087,4
2088,1
2089,6
2090,6
2091,10
2092,4
2093,8
2094,3
2095,4
2096,5
2097,4
2098,9
2099,2
2100,4
2101,7
2102,10
2103,8
2104,10
2105,3
2106,5
2107,10
2108,4
2109,4
2110,2
2111,7
2112,8
2113,3
2114,7
2115,8
2116,10
2117,5
2118,7
2119,2
2120,9
2121,8
2122,6
2123,6
2124,7
2125,1
2126,1
2127,4
2128,1
2129,4
2130,6
2131,4
2132,3
2133,6
2134,7
2135,9
2136,5
2137,1
2138,2
2139,1
2140,3
2141,5
2142,6
2143,5
2144,5
2145,10
2146,9
2147,3
2148,4
2149,6
2150,6
2151,8
2152,6
2153,1
2154,9
2155,4
2156,1
2157,2
2158,3
2159,4
2160,4
2161,8
2162,1
2163,4
2164,6
2165,4
2166,6
2167,3
2168,4
2169,7
2170,3
2171,7
2172,9
2173,4
2174,1
2175,7
2176,6
2177,5
2178,8
2179,4
2180,4
2181,6
2182,6
2183,2
2184,9
2185,2
2186,3
2187,8
2188,3
2189,10
2190,2
2191,5
2192,7
2193,4
2194,10
2195,3
2196,9
2197,8
2198,4
2199,4
2200,6
2201,2
2202,3
2203,10
2204,2
2205,4
2206,6
2207,3
2208,9
2209,10
2210,10
2211,8
2212,2
2213,5
2214,9
2215,10
2216,2
2217,7
2218,6
2219,4
2220,7
2221,2
2222,7
2223,7
2224,5
2225,6
2226,9
2227,8
2228,3
2229,8
2230,5
2231,6
2232,2
2233,6
2234,4
2235,10
2236,6
2237,8
2238,9
2239,6
2240,10
2241,5
2242,9
2243,3
2244,9
2245,8
2246,7
2247,10
2248,3
2249,8
2250,3
2251,9
2252,5
2253,10
2254,10
2255,9
2256,7
2257,4
2258,4
2259,4
2260,3
2261,4
2262,10
2263,4
2264,4
2265,8
2266,5
2267,8
2268,8
2269,10
2270,4
2271,8
2272,2
2273,6
2274,7
2275,8
2276,8
2277,6
2278,4
2279,4
2280,3
2281,1
2282,4
2283,6
2284,4
2285,7
2286,10
2287,8
2288,7
2289,8
2290,10
2291,3
2292,6
2293,1
2294,5
2295,3
2296,4
2297,8
2298,9
2299,9
2300,8
2301,4
2302,2
2303,2
2304,10
2305,10
2306,7
2307,3
2308,4
2309,1
2310,1
2311,6
2312,9
2313,1
2314,7
2315,4
2316,8
2317,10
2318,8
2319,1
2320,5
2321,6
2322,9
2323,7
2324,1
2325,1
2326,10
2327,5
2328,5
2329,9
2330,3
2331,9
2332,9
2333,7
2334,10
2335,4
2336,7
2337,5
2338,5
2339,2
2340,7
2341,2
2342,1
2343,7
2344,5
2345,5
2346,7
2347,5
2348,4
2349,6
2350,6
2351,8
2352,10
2353,1
2354,3
2355,3
2356,9
2357,6
2358,9
2359,5
2360,4
2361,8
2362,3
2363,9
2364,8
2365,10
2366,6
2367,6
2368,10
2369,1
2370,8
2371,5
2372,6
2373,3
2374,5
2375,9
2376,4
2377,1
2378,7
2379,4
2380,9
2381,7
2382,5
2383,8
2384,9
2385,1
2386,4
2387,5
2388,1
2389,7
2390,7
2391,5
2392,1
2393,10
2394,3
2395,2
2396,10
2397,2
2398,6
2399,1
2400,7
2401,1
2402,3
2403,5
2404,6
2405,7
2406,4
2407,8
2408,3
2409,4
2410,5
2411,9
2412,6
2413,1
2414,7
2415,3
2416,3
2417,2
2418,5
2419,4
2420,9
2421,9
2422,3
2423,1
2424,8
2425,7
2426,1
2427,7
2428,5
2429,8
2430,8
2431,9
2432,4
2433,2
2434,4
2435,8
2436,7
2437,5
2438,3
2439,4
2440,1
2441,6
2442,1
2443,1
2444,9
2445,9
2446,9
2447,2
2448,8
2449,7
2450,2
2451,8
2452,7
2453,9
2454,4
2455,4
2456,6
2457,8
2458,1
2459,8
2460,2
2461,10
2462,6
2463,1
2464,9
2465,4
2466,8
2467,1
2468,10
2469,3
2470,3
2471,2
2472,7
2473,3
2474,10
2475,4
2476,6
2477,5
2478,7
2479,6
2480,5
2481,2
2482,3
2483,4
2484,4
2485,4
2486,1
2487,5
2488,5
2489,6
2490,7
2491,4
2492,4
2493,5
2494,3
2495,2
2496,6
2497,1
2498,3
2499,6
2500,10
2501,2
2502,3
2503,2
2504,9
2505,2
2506,5
2507,7
2508,7
2509,8
2510,2
2511,1
2512,6
2513,1
2514,6
2515,9
2516,9
2517,10
2518,6
2519,3
2520,2
2521,10
2522,6
2523,2
2524,2
2525,10
2526,9
2527,6
2528,10
2529,9
2530,7
2531,2
2532,6
2533,7
2534,8
2535,9
2536,4
2537,3
2538,9
2539,2
2540,7
2541,6
2542,9
2543,1
2544,2
2545,8
2546,2
2547,2
2548,1
2549,8
2550,2
2551,10
2552,4
2553,1
2554,3
2555,2
2556,4
2557,3
2558,1
2559,4
2560,4
2561,7
2562,10
2563,9
2564,4
2565,3
2566,10
2567,9
2568,10
2569,1
2570,3
2571,1
2572,5
2573,4
2574,7
2575,2
2576,10
2577,1
2578,5
2579,10
2580,9
2581,5
2582,7
2583,8
2584,1
2585,4
2586,6
2587,9
2588,1
2589,5
2590,4
2591,2
2592,8
2593,8
2594,4
2595,10
2596,2
2597,4
2598,2
2599,4
2600,10
2601,7
2602,9
2603,8
2604,4
2605,9
2606,10
2607,2
2608,2
2609,10
2610,6
2611,7
2612,5
2613,2
2614,5
2615,9
2616,8
2617,9
2618,9
2619,10
2620,3
2621,1
2622,3
2623,4
2624,9
2625,1
2626,1
2627,5
2628,9
2629,1
2630,9
2631,9
2632,9
2633,2
2634,9
2635,5
2636,3
2637,2
2638,9
2639,8
2640,1
2641,7
2642,10
2643,7
2644,9
2645,2
2646,3
2647,3
2648,8
2649,7
2650,8
2651,6
2652,7
2653,4
2654,2
2655,5
2656,9
2657,1
2658,10
2659,1
2660,7
2661,2
2662,6
2663,2
2664,5
2665,4
2666,6
2667,9
2668,5
2669,6
2670,2
2671,10
2672,1
2673,6
2674,5
2675,10
2676,8
2677,10
2678,6
2679,5
2680,8
2681,4
2682,1
2683,1
2684,4
2685,4
2686,8
2687,7
2688,7
2689,6
2690,2
2691,9
2692,4
2693,8
2694,2
2695,6
2696,8
2697,8
2698,4
2699,3
2700,4
2701,7
2702,9
2703,1
2704,10
2705,3
2706,7
2707,3
2708,5
2709,10
2710,1
2711,4
2712,5
2713,9
2714,1
2715,6
2716,10
2717,5
2718,4
2719,9
2720,2
2721,10
2722,2
2723,10
2724,9
2725,10
2726,10
2727,7
2728,10
2729,1
2730,4
2731,7
2732,9
2733,5
2734,7
2735,9
2736,5
2737,7
2738,6
2739,8
2740,5
2741,6
2742,10
2743,3
2744,8
2745,4
2746,1
2747,2
2748,7
2749,2
2750,3
2751,9
2752,2
2753,3
2754,5
2755,5
2756,2
2757,1
2758,2
2759,4
2760,10
2761,1
2762,9
2763,7
2764,10
2765,5
2766,10
2767,6
2768,2
2769,7
2770,7
2771,9
2772,2
2773,5
2774,9
2775,2
2776,2
2777,7
2778,1
2779,5
2780,6
2781,9
2782,6
2783,4
2784,7
2785,4
2786,1
2787,8
2788,9
2789,6
2790,9
2791,4
2792,10
2793,4
2794,7
2795,4
2796,6
2797,3
2798,6
2799,7
2800,2
2801,9
2802,9
2803,6
2804,2
2805,2
2806,2
2807,3
2808,4
2809,3
2810,10
2811,3
2812,1
2813,2
2814,10
2815,1
2816,8
2817,1
2818,5
2819,4
2820,6
2821,3
2822,2
2823,3
2824,2
2825,3
2826,8
2827,5
2828,7
2829,4
2830,1
2831,1
2832,3
2833,9
2834,2
2835,6
2836,4
2837,10
2838,3
2839,2
2840,10
2841,3
2842,3
2843,8
2844,9
2845,7
2846,4
2847,5
2848,8
2849,8
2850,1
2851,8
2852,1
2853,7
2854,4
2855,10
2856,9
2857,4
2858,8
2859,1
2860,9
2861,4
2862,9
2863,8
2864,3
2865,7
2866,2
2867,5
2868,1
2869,8
2870,9
2871,8
2872,9
2873,8
2874,1
2875,3
2876,5
2877,2
2878,1
2879,9
2880,9
2881,6
2882,3
2883,5
2884,6
2885,3
2886,7
2887,6
2888,7
2889,4
2890,9
2891,8
2892,9
2893,1
2894,1
2895,2
2896,7
2897,4
2898,9
2899,6
2900,8
2901,10
2902,1
2903,2
2904,10
2905,9
2906,1
2907,1
2908,7
2909,9
2910,1
2911,10
2912,10
2913,8
2914,4
2915,2
2916,3
2917,10
2918,6
2919,8
2920,10
2921,2
2922,6
2923,2
2924,10
2925,1
2926,5
2927,1
2928,10
2929,3
2930,3
2931,2
2932,1
2933,5
2934,9
2935,7
2936,5
2937,3
2938,7
2939,3
2940,10
2941,3
2942,8
2943,2
2944,3
2945,6
2946,2
2947,6
2948,8
2949,3
2950,5
2951,4
2952,2
2953,3
2954,4
2955,8
2956,6
2957,6
2958,3
2959,8
2960,8
2961,2
2962,4
2963,7
2964,10
2965,6
2966,7
2967,1
2968,9
2969,4
2970,8
2971,6
2972,5
2973,6
2974,2
2975,6
2976,6
2977,3
2978,1
2979,10
2980,6
2981,7
2982,9
2983,4
2984,9
2985,1
2986,3
2987,6
2988,5
2989,10
2990,1
2991,2
2992,2
2993,10
2994,2
2995,2
2996,7
2997,5
