,CV
505,10
506,4
507,10
508,6
509,1
510,2
511,6
512,3
513,6
514,10
515,7
516,4
517,6
518,4
519,2
520,8
521,5
522,1
523,7
524,3
525,1
526,1
527,2
528,4
529,1
530,7
531,2
532,6
533,5
534,5
535,8
536,8
537,8
538,9
539,4
540,6
541,10
542,10
543,6
544,3
545,6
546,4
547,1
548,9
549,6
550,9
551,3
552,3
553,7
554,7
555,6
556,6
557,6
558,10
559,10
560,2
561,9
562,10
563,4
564,5
565,1
566,3
567,7
568,4
569,7
570,9
571,8
572,10
573,1
574,8
575,7
576,4
577,7
578,9
579,5
580,1
581,7
582,1
583,10
584,6
585,2
586,6
587,5
588,2
589,1
590,1
591,8
592,4
593,5
594,2
595,5
596,1
597,3
598,9
599,10
600,1
601,9
602,7
603,5
604,1
605,9
606,1
607,4
608,6
609,5
610,5
611,2
612,2
613,4
614,8
615,4
616,1
617,1
618,10
619,1
620,10
621,10
622,7
623,7
624,1
625,8
626,10
627,5
628,9
629,1
630,9
631,4
632,10
633,9
634,2
635,1
636,1
637,9
638,4
639,10
640,7
641,3
642,6
643,6
644,1
645,4
646,5
647,10
648,9
649,5
650,6
651,1
652,9
653,6
654,1
655,2
656,10
657,7
658,4
659,9
660,10
661,2
662,9
663,10
664,8
665,1
666,9
667,1
668,6
669,8
670,2
671,2
672,10
673,1
674,9
675,3
676,4
677,10
678,2
679,9
680,5
681,5
682,7
683,10
684,3
685,4
686,2
687,3
688,2
689,7
690,10
691,7
692,5
693,8
694,5
695,10
696,3
697,4
698,2
699,2
700,3
701,2
702,5
703,7
704,1
705,5
706,6
707,9
708,4
709,9
710,6
711,5
712,4
713,2
714,4
715,5
716,7
717,4
718,2
719,2
720,7
721,2
722,4
723,10
724,6
725,4
726,7
727,2
728,7
729,1
730,6
731,3
732,8
733,5
734,4
735,2
736,10
737,5
738,2
739,7
740,6
741,6
742,10
743,1
744,10
745,1
746,7
747,9
748,1
749,6
750,9
751,8
752,2
753,5
754,5
755,4
756,6
757,8
758,4
759,10
760,9
761,1
762,1
763,10
764,1
765,3
766,7
767,6
768,4
769,3
770,6
771,2
772,3
773,7
774,10
775,2
776,6
777,6
778,8
779,5
780,8
781,1
782,3
783,1
784,7
785,3
786,9
787,4
788,10
789,3
790,8
791,2
792,10
793,10
794,6
795,8
796,5
797,3
798,7
799,3
800,2
801,5
802,6
803,8
804,8
805,8
806,5
807,10
808,8
809,7
810,8
811,3
812,6
813,10
814,3
815,10
816,3
817,3
818,5
819,4
820,10
821,5
822,1
823,7
824,7
825,5
826,7
827,3
828,10
829,1
830,5
831,6
832,8
833,5
834,1
835,2
836,6
837,5
838,2
839,3
840,3
841,6
842,10
843,2
844,9
845,1
846,6
847,5
848,7
849,10
850,5
851,6
852,10
853,10
854,3
855,1
856,3
857,5
858,2
859,9
860,5
861,2
862,6
863,8
864,5
865,6
866,10
867,10
868,4
869,6
870,10
871,1
872,6
873,2
874,3
875,7
876,8
877,8
878,8
879,8
880,4
881,2
882,8
883,8
884,3
885,9
886,9
887,6
888,10
889,6
890,4
891,10
892,7
893,1
894,10
895,5
896,8
897,5
898,7
899,6
900,10
901,8
902,7
903,5
904,1
905,10
906,6
907,6
908,7
909,3
910,4
911,1
912,8
913,10
914,4
915,8
916,8
917,7
918,7
919,5
920,7
921,1
922,6
923,10
924,2
925,2
926,4
927,1
928,7
929,7
930,2
931,2
932,2
933,6
934,2
935,1
936,8
937,7
938,2
939,4
940,3
941,6
942,5
943,2
944,8
945,10
946,1
947,8
948,8
949,10
950,2
951,8
952,5
953,3
954,9
955,1
956,6
957,7
958,9
959,3
960,1
961,3
962,2
963,10
964,5
965,8
966,1
967,7
968,7
969,6
970,5
971,1
972,7
973,9
974,5
975,9
976,3
977,3
978,2
979,7
980,2
981,3
982,8
983,9
984,4
985,1
986,1
987,1
988,7
989,4
990,4
991,4
992,1
993,6
994,9
995,6
996,9
997,1
998,4
999,2
1000,7
1001,6
1002,3
1003,2
1004,10
1005,7
1006,2
1007,6
1008,7
1009,10
1010,1
1011,3
1012,1
1013,6
1014,2
1015,1
1016,9
1017,2
1018,9
1019,7
1020,8
1021,8
1022,5
1023,1
1024,6
1025,4
1026,3
1027,6
1028,5
1029,10
1030,7
1031,6
1032,10
1033,10
1034,5
1035,4
1036,8
1037,1
1038,5
1039,10
1040,2
1041,7
1042,5
1043,6
1044,10
1045,10
1046,2
1047,10
1048,8
1049,5
1050,3
1051,10
1052,1
1053,2
1054,7
1055,8
1056,9
1057,6
1058,7
1059,8
1060,10
1061,3
1062,3
1063,3
1064,4
1065,2
1066,2
1067,3
1068,3
1069,8
1070,9
1071,8
1072,3
1073,3
1074,1
1075,7
1076,2
1077,4
1078,1
1079,4
1080,10
1081,1
1082,10
1083,1
1084,9
1085,4
1086,2
1087,3
1088,7
1089,5
1090,2
1091,2
1092,3
1093,8
1094,8
1095,1
1096,4
1097,5
1098,8
1099,8
1100,5
1101,4
1102,3
1103,7
1104,7
1105,6
1106,9
1107,1
1108,2
1109,9
1110,5
1111,9
1112,2
1113,2
1114,7
1115,4
1116,6
1117,4
1118,3
1119,10
1120,1
1121,3
1122,2
1123,3
1124,8
1125,5
1126,9
1127,5
1128,5
1129,8
1130,9
1131,10
1132,7
1133,10
1134,7
1135,2
1136,10
1137,1
1138,2
1139,3
1140,7
1141,1
1142,6
1143,4
1144,9
1145,5
1146,5
1147,8
1148,4
1149,3
1150,9
1151,9
1152,10
1153,9
1154,2
1155,3
1156,2
1157,1
1158,3
1159,9
1160,3
1161,9
1162,7
1163,6
1164,7
1165,10
1166,8
1167,5
1168,1
1169,4
1170,10
1171,1
1172,2
1173,4
1174,10
1175,8
1176,2
1177,5
1178,5
1179,7
1180,4
1181,6
1182,6
1183,5
1184,7
1185,1
1186,7
1187,7
1188,3
1189,8
1190,9
1191,9
1192,4
1193,7
1194,7
1195,6
1196,10
1197,3
1198,5
1199,2
1200,10
1201,6
1202,1
1203,7
1204,8
1205,4
1206,2
1207,4
1208,2
1209,4
1210,5
1211,1
1212,8
1213,8
1214,8
1215,9
1216,4
1217,1
1218,1
1219,9
1220,10
1221,10
1222,2
1223,8
1224,5
1225,1
1226,2
1227,5
1228,3
1229,10
1230,8
1231,4
1232,10
1233,8
1234,7
1235,3
1236,6
1237,1
1238,8
1239,10
1240,8
1241,7
1242,3
1243,3
1244,7
1245,8
1246,2
1247,6
1248,5
1249,9
1250,8
1251,6
1252,9
1253,3
1254,1
1255,9
1256,6
1257,7
1258,2
1259,9
1260,9
1261,5
1262,4
1263,7
1264,6
1265,3
1266,6
1267,4
1268,8
1269,5
1270,7
1271,10
1272,10
1273,7
1274,3
1275,5
1276,3
1277,9
1278,7
1279,5
1280,1
1281,8
1282,8
1283,8
1284,6
1285,4
1286,9
1287,2
1288,10
1289,1
1290,3
1291,2
1292,7
1293,8
1294,7
1295,10
1296,1
1297,3
1298,5
1299,6
1300,1
1301,5
1302,1
1303,7
1304,7
1305,1
1306,6
1307,5
1308,3
1309,1
1310,7
1311,4
1312,7
1313,1
1314,6
1315,7
1316,9
1317,2
1318,2
1319,5
1320,10
1321,6
1322,9
1323,8
1324,5
1325,8
1326,9
1327,5
1328,1
1329,3
1330,8
1331,3
1332,3
1333,8
1334,5
1335,7
1336,3
1337,9
1338,6
1339,8
1340,4
1341,2
1342,5
1343,2
1344,4
1345,10
1346,3
1347,2
1348,10
1349,6
1350,4
1351,6
1352,9
1353,4
1354,2
1355,5
1356,9
1357,6
1358,6
1359,9
1360,8
1361,9
1362,8
1363,9
1364,10
1365,4
1366,8
1367,1
1368,9
1369,3
1370,6
1371,3
1372,4
1373,4
1374,8
1375,6
1376,1
1377,5
1378,2
1379,6
1380,3
1381,1
1382,3
1383,7
1384,9
1385,2
1386,1
1387,7
1388,5
1389,2
1390,6
1391,10
1392,9
1393,5
1394,8
1395,2
1396,2
1397,4
1398,2
1399,3
1400,1
1401,5
1402,3
1403,9
1404,7
1405,3
1406,6
1407,9
1408,2
1409,5
1410,5
1411,6
1412,6
1413,1
1414,2
1415,5
1416,1
1417,10
1418,3
1419,3
1420,10
1421,5
1422,3
1423,5
1424,6
1425,4
1426,10
1427,6
1428,8
1429,9
1430,2
1431,10
1432,6
1433,2
1434,7
1435,8
1436,1
1437,4
1438,5
1439,10
1440,10
1441,6
1442,7
1443,9
1444,4
1445,8
1446,10
1447,9
1448,10
1449,3
1450,2
1451,6
1452,9
1453,8
1454,2
1455,8
1456,6
1457,10
1458,8
1459,1
1460,10
1461,4
1462,9
1463,2
1464,5
1465,8
1466,4
1467,1
1468,3
1469,5
1470,5
1471,10
1472,9
1473,10
1474,2
1475,2
1476,1
1477,1
1478,5
1479,4
1480,5
1481,4
1482,8
1483,6
1484,4
1485,2
1486,7
1487,3
1488,6
1489,10
1490,8
1491,8
1492,4
1493,8
1494,5
1495,7
1496,2
1497,8
1498,7
1499,7
1500,8
1501,1
1502,10
1503,10
1504,4
1505,6
1506,4
1507,4
1508,4
1509,9
1510,7
1511,3
1512,5
1513,5
1514,10
1515,9
1516,8
1517,6
1518,7
1519,10
1520,4
1521,7
1522,6
1523,6
1524,5
1525,5
1526,9
1527,8
1528,9
1529,3
1530,6
1531,9
1532,4
1533,10
1534,5
1535,8
1536,1
1537,5
1538,9
1539,5
1540,1
1541,3
1542,6
1543,7
1544,10
1545,3
1546,4
1547,6
1548,3
1549,9
1550,4
1551,6
1552,4
1553,8
1554,7
1555,3
1556,3
1557,4
1558,4
1559,1
1560,2
1561,8
1562,9
1563,4
1564,6
1565,2
1566,9
1567,2
1568,2
1569,7
1570,6
1571,1
1572,10
1573,8
1574,1
1575,6
1576,4
1577,3
1578,1
1579,1
1580,3
1581,7
1582,4
1583,1
1584,8
1585,4
1586,1
1587,8
1588,6
1589,9
1590,7
1591,10
1592,10
1593,1
1594,3
1595,6
1596,2
1597,6
1598,3
1599,2
1600,3
1601,9
1602,9
1603,4
1604,10
1605,2
1606,2
1607,1
1608,2
1609,2
1610,7
1611,7
1612,7
1613,9
1614,7
1615,9
1616,3
1617,8
1618,4
1619,8
1620,7
1621,5
1622,6
1623,1
1624,9
1625,10
1626,6
1627,6
1628,7
1629,7
1630,10
1631,10
1632,6
1633,10
1634,3
1635,3
1636,5
1637,5
1638,6
1639,4
1640,2
1641,7
1642,4
1643,1
1644,6
1645,9
1646,3
1647,10
1648,10
1649,9
1650,5
1651,2
1652,2
1653,7
1654,3
1655,1
1656,3
1657,10
1658,3
1659,2
1660,2
1661,1
1662,3
1663,1
1664,1
1665,7
1666,7
1667,3
1668,7
1669,4
1670,8
1671,8
1672,7
1673,5
1674,4
1675,3
1676,5
1677,6
1678,10
1679,9
1680,6
1681,2
1682,4
1683,3
1684,2
1685,3
1686,7
1687,1
1688,5
1689,6
1690,1
1691,10
1692,1
1693,4
1694,6
1695,10
1696,4
1697,6
1698,10
1699,7
1700,3
1701,2
1702,8
1703,9
1704,2
1705,10
1706,2
1707,6
1708,1
1709,2
1710,8
1711,5
1712,9
1713,1
1714,2
1715,8
1716,5
1717,1
1718,4
1719,5
1720,5
1721,9
1722,4
1723,1
1724,9
1725,10
1726,8
1727,5
1728,7
1729,1
1730,8
1731,4
1732,10
1733,4
1734,10
1735,9
1736,8
1737,1
1738,1
1739,7
1740,9
1741,5
1742,5
1743,3
1744,4
1745,4
1746,8
1747,4
1748,6
1749,2
1750,7
1751,4
1752,5
1753,9
1754,8
1755,7
1756,3
1757,8
1758,8
1759,5
1760,1
1761,2
1762,8
1763,3
1764,8
1765,7
1766,8
1767,2
1768,1
1769,4
1770,2
1771,5
1772,2
1773,3
1774,2
1775,1
1776,1
1777,2
1778,10
1779,3
1780,6
1781,3
1782,2
1783,2
1784,1
1785,3
1786,6
1787,1
1788,5
1789,10
1790,8
1791,10
1792,7
1793,5
1794,2
1795,7
1796,6
1797,7
1798,6
1799,4
1800,7
1801,3
1802,4
1803,2
1804,7
1805,9
1806,1
1807,6
1808,6
1809,6
1810,1
1811,8
1812,1
1813,7
1814,4
1815,10
1816,8
1817,3
1818,3
1819,3
1820,3
1821,8
1822,9
1823,9
1824,2
1825,9
1826,7
1827,10
1828,7
1829,10
1830,9
1831,4
1832,9
1833,4
1834,1
1835,2
1836,3
1837,1
1838,4
1839,10
1840,9
1841,5
1842,2
1843,7
1844,1
1845,1
1846,3
1847,5
1848,10
1849,7
1850,9
1851,4
1852,1
1853,5
1854,9
1855,3
1856,10
1857,2
1858,9
1859,9
1860,6
1861,6
1862,4
1863,8
1864,8
1865,9
1866,8
1867,10
1868,1
1869,6
1870,4
1871,3
1872,5
1873,9
1874,1
1875,5
1876,5
1877,4
1878,7
1879,1
1880,7
1881,6
1882,2
1883,7
1884,6
1885,5
1886,4
1887,8
1888,2
1889,8
1890,6
1891,7
1892,1
1893,4
1894,2
1895,1
1896,3
1897,9
1898,9
1899,1
1900,8
1901,4
1902,9
1903,10
1904,4
1905,10
1906,1
1907,9
1908,2
1909,7
1910,1
1911,9
1912,4
1913,8
1914,10
1915,10
1916,1
1917,2
1918,3
1919,2
1920,2
1921,3
1922,5
1923,3
1924,10
1925,10
1926,3
1927,8
1928,7
1929,2
1930,5
1931,6
1932,7
1933,8
1934,3
1935,2
1936,8
1937,7
1938,2
1939,7
1940,10
1941,2
1942,9
1943,3
1944,5
1945,10
1946,1
1947,3
1948,3
1949,3
1950,3
1951,4
1952,7
1953,4
1954,9
1955,4
1956,10
1957,4
1958,8
1959,10
1960,7
1961,1
1962,6
1963,8
1964,7
1965,7
1966,3
1967,6
1968,1
1969,3
1970,10
1971,5
1972,8
1973,2
1974,3
1975,2
1976,5
1977,10
1978,9
1979,9
1980,1
1981,7
1982,7
1983,10
1984,8
1985,4
1986,1
1987,3
1988,9
1989,8
1990,9
1991,3
1992,2
1993,9
1994,7
1995,4
1996,8
1997,7
1998,1
1999,2
2000,4
2001,3
2002,3
2003,5
2004,7
2005,6
2006,5
2007,9
2008,3
2009,2
2010,10
2011,3
2012,1
2013,3
2014,8
2015,10
2016,6
2017,3
2018,6
2019,3
2020,7
2021,6
2022,9
2023,9
2024,7
2025,3
2026,5
2027,9
2028,1
2029,8
2030,1
2031,3
2032,1
2033,2
2034,2
2035,2
2036,3
2037,2
2038,3
2039,10
2040,3
2041,5
2042,8
2043,10
2044,1
2045,6
2046,8
2047,4
2048,3
2049,10
2050,9
2051,8
2052,1
2053,10
2054,8
2055,3
2056,1
2057,6
2058,4
2059,2
2060,2
2061,3
2062,10
2063,4
2064,5
2065,6
2066,7
2067,9
2068,7
2069,5
2070,2
2071,5
2072,10
2073,5
2074,2
2075,10
2076,8
2077,3
2078,9
2079,7
2080,10
2081,2
2082,2
2083,8
2084,6
2085,8
2086,10
2087,3
2088,3
2089,2
2090,5
2091,6
2092,6
2093,8
2094,9
2095,5
2096,3
2097,7
2098,3
2099,7
2100,8
2101,6
2102,1
2103,4
2104,8
2105,9
2106,4
2107,1
2108,3
2109,8
2110,3
2111,10
2112,2
2113,9
2114,6
2115,5
2116,5
2117,3
2118,1
2119,3
2120,6
2121,3
2122,2
2123,2
2124,3
2125,7
2126,9
2127,6
2128,1
2129,9
2130,6
2131,4
2132,4
2133,5
2134,9
2135,6
2136,4
2137,6
2138,5
2139,7
2140,4
2141,7
2142,9
2143,2
2144,6
2145,7
2146,2
2147,10
2148,6
2149,7
2150,8
2151,7
2152,9
2153,1
2154,3
2155,4
2156,6
2157,4
2158,1
2159,1
2160,1
2161,8
2162,2
2163,2
2164,8
2165,7
2166,5
2167,7
2168,7
2169,8
2170,6
2171,9
2172,8
2173,10
2174,1
2175,9
2176,8
2177,5
2178,4
2179,8
2180,2
2181,5
2182,1
2183,9
2184,4
2185,9
2186,7
2187,2
2188,8
2189,1
2190,3
2191,5
2192,8
2193,9
2194,3
2195,8
2196,3
2197,2
2198,5
2199,7
2200,10
2201,4
2202,2
2203,4
2204,1
2205,7
2206,3
2207,4
2208,4
2209,5
2210,4
2211,7
2212,5
2213,1
2214,5
2215,6
2216,8
2217,6
2218,10
2219,4
2220,8
2221,8
2222,6
2223,5
2224,10
2225,5
2226,6
2227,9
2228,3
2229,4
2230,8
2231,6
2232,10
2233,7
2234,8
2235,2
2236,5
2237,3
2238,6
2239,7
2240,7
2241,7
2242,3
2243,8
2244,10
2245,1
2246,9
2247,3
2248,4
2249,6
2250,4
2251,9
2252,7
2253,2
2254,1
2255,8
2256,4
2257,1
2258,5
2259,7
2260,4
2261,2
2262,2
2263,9
2264,8
2265,6
2266,3
2267,6
2268,9
2269,2
2270,10
2271,1
2272,7
2273,3
2274,10
2275,8
2276,8
2277,4
2278,6
2279,9
2280,4
2281,10
2282,9
2283,5
2284,1
2285,1
2286,2
2287,3
2288,2
2289,9
2290,5
2291,3
2292,3
2293,9
2294,9
2295,7
2296,10
2297,10
2298,8
2299,7
2300,1
2301,2
2302,8
2303,6
2304,3
2305,2
2306,4
2307,8
2308,2
2309,3
2310,4
2311,5
2312,5
2313,10
2314,6
2315,5
2316,9
2317,1
2318,2
2319,2
2320,2
2321,9
2322,1
2323,2
2324,9
2325,7
2326,3
2327,2
2328,4
2329,3
2330,8
2331,10
2332,1
2333,3
2334,8
2335,7
2336,2
2337,7
2338,4
2339,6
2340,7
2341,8
2342,1
2343,5
2344,4
2345,5
2346,2
2347,5
2348,8
2349,8
2350,6
2351,9
2352,9
2353,3
2354,1
2355,7
2356,5
2357,10
2358,9
2359,7
2360,10
2361,10
2362,2
2363,2
2364,3
2365,2
2366,6
2367,2
2368,7
2369,8
2370,7
2371,1
2372,6
2373,7
2374,9
2375,5
2376,7
2377,1
2378,4
2379,8
2380,4
2381,6
2382,2
2383,2
2384,8
2385,4
2386,4
2387,1
2388,2
2389,1
2390,8
2391,3
2392,5
2393,2
2394,2
2395,4
2396,9
2397,5
2398,3
2399,1
2400,6
2401,8
2402,4
2403,8
2404,2
2405,1
2406,6
2407,8
2408,9
2409,10
2410,10
2411,9
2412,9
2413,3
2414,10
2415,6
2416,3
2417,1
2418,2
2419,10
2420,7
2421,4
2422,7
2423,7
2424,9
2425,2
2426,3
2427,2
2428,9
2429,5
2430,5
2431,3
2432,4
2433,5
2434,7
2435,3
2436,3
2437,9
2438,9
2439,10
2440,1
2441,3
2442,8
2443,10
2444,7
2445,4
2446,5
2447,2
2448,5
2449,10
2450,3
2451,5
2452,5
2453,8
2454,10
2455,2
2456,5
2457,4
2458,3
2459,6
2460,4
2461,10
2462,3
2463,7
2464,8
2465,5
2466,3
2467,6
2468,10
2469,8
2470,6
2471,5
2472,9
2473,6
2474,9
2475,5
2476,5
2477,10
2478,6
2479,10
2480,10
2481,1
2482,6
2483,6
2484,10
2485,4
2486,4
2487,6
2488,10
2489,9
2490,9
2491,6
2492,6
2493,6
2494,9
2495,1
2496,9
2497,2
2498,5
2499,6
2500,7
2501,1
2502,1
2503,7
2504,6
2505,2
2506,8
2507,6
2508,3
2509,9
2510,7
2511,6
2512,6
2513,7
2514,3
2515,5
2516,3
2517,9
2518,3
2519,7
2520,2
2521,8
2522,10
2523,4
2524,4
2525,2
2526,6
2527,8
2528,1
2529,8
2530,2
2531,10
2532,6
2533,3
2534,7
2535,9
2536,7
2537,3
2538,6
2539,2
2540,4
2541,1
2542,5
2543,3
2544,1
2545,1
2546,5
2547,10
2548,6
2549,10
2550,9
2551,9
2552,6
2553,9
2554,6
2555,1
2556,3
2557,9
2558,2
2559,10
2560,8
2561,10
2562,9
2563,10
2564,4
2565,3
2566,4
2567,8
2568,8
2569,8
2570,7
2571,6
2572,7
2573,3
2574,2
2575,3
2576,10
2577,4
2578,3
2579,4
2580,7
2581,9
2582,4
2583,4
2584,4
2585,10
2586,2
2587,9
2588,2
2589,8
2590,9
2591,9
2592,1
2593,9
2594,4
2595,4
2596,9
2597,7
2598,9
2599,6
2600,2
2601,4
2602,4
2603,6
2604,5
2605,9
2606,9
2607,4
2608,9
2609,8
2610,1
2611,2
2612,8
2613,1
2614,2
2615,5
2616,2
2617,5
2618,8
2619,2
2620,4
2621,4
2622,6
2623,7
2624,1
2625,9
2626,4
2627,3
2628,7
2629,3
2630,6
2631,3
2632,8
2633,4
2634,10
2635,10
2636,3
2637,6
2638,10
2639,8
2640,3
2641,5
2642,8
2643,1
2644,10
2645,6
2646,3
2647,7
2648,3
2649,6
2650,1
2651,2
2652,6
2653,7
2654,4
2655,3
2656,9
2657,7
2658,6
2659,7
2660,10
2661,5
2662,8
2663,7
2664,5
2665,5
2666,6
2667,5
2668,7
2669,6
2670,1
2671,1
2672,7
2673,9
2674,1
2675,8
2676,6
2677,6
2678,3
2679,6
2680,8
2681,6
2682,3
2683,7
2684,5
2685,8
2686,5
2687,8
2688,3
2689,6
2690,8
2691,8
2692,8
2693,4
2694,3
2695,8
2696,10
2697,8
2698,10
2699,3
2700,1
2701,3
2702,7
2703,8
2704,6
2705,5
2706,7
2707,10
2708,10
2709,2
2710,5
2711,2
2712,9
2713,8
2714,4
2715,6
2716,1
2717,5
2718,3
2719,9
2720,7
2721,6
2722,10
2723,10
2724,8
2725,10
2726,6
2727,9
2728,3
2729,8
2730,8
2731,1
2732,5
2733,4
2734,10
2735,2
2736,5
2737,2
2738,6
2739,8
2740,3
2741,9
2742,5
2743,7
2744,3
2745,5
2746,5
2747,2
2748,4
2749,2
2750,6
2751,8
2752,1
2753,10
2754,8
2755,5
2756,5
2757,2
2758,6
2759,3
2760,9
2761,2
2762,1
2763,9
2764,9
2765,9
2766,8
2767,6
2768,2
2769,10
2770,4
2771,10
2772,10
2773,9
2774,5
2775,4
2776,4
2777,5
2778,6
2779,7
2780,6
2781,8
2782,1
2783,4
2784,2
2785,9
2786,5
2787,6
2788,3
2789,7
2790,9
2791,4
2792,2
2793,6
2794,3
2795,6
2796,9
2797,8
2798,10
2799,9
2800,10
2801,8
2802,6
2803,1
2804,6
2805,3
2806,9
2807,4
2808,8
2809,10
2810,1
2811,4
2812,2
2813,7
2814,2
2815,9
2816,1
2817,2
2818,4
2819,7
2820,5
2821,10
2822,10
2823,7
2824,4
2825,2
2826,1
2827,7
2828,1
2829,6
2830,7
2831,8
2832,7
2833,2
2834,5
2835,4
2836,9
2837,2
2838,8
2839,10
2840,8
2841,7
2842,2
2843,9
2844,6
2845,10
2846,1
2847,10
2848,2
2849,8
2850,7
2851,1
2852,7
2853,4
2854,4
2855,4
2856,9
2857,7
2858,4
2859,10
2860,2
2861,6
2862,1
2863,4
2864,3
2865,2
2866,10
2867,10
2868,8
2869,3
2870,5
2871,6
2872,10
2873,3
2874,9
2875,3
2876,10
2877,8
2878,10
2879,10
2880,9
2881,9
2882,10
2883,1
2884,9
2885,6
2886,4
2887,7
2888,9
2889,4
2890,6
2891,5
2892,8
2893,9
2894,3
2895,7
2896,3
2897,6
2898,3
2899,2
2900,3
2901,8
2902,5
2903,2
2904,10
2905,4
2906,9
2907,4
2908,6
2909,1
2910,4
2911,10
2912,1
2913,6
2914,2
2915,2
2916,6
2917,10
2918,7
2919,1
2920,7
2921,1
2922,9
2923,5
2924,6
2925,6
2926,3
2927,8
2928,1
2929,5
2930,3
2931,5
2932,6
2933,1
2934,3
2935,8
2936,10
2937,1
2938,10
2939,6
2940,2
2941,7
2942,4
2943,5
2944,7
2945,4
2946,3
2947,3
2948,4
2949,8
2950,1
2951,4
2952,8
2953,8
2954,5
2955,2
2956,9
2957,3
2958,2
2959,8
2960,2
2961,1
2962,2
2963,6
2964,6
2965,2
2966,2
2967,10
2968,10
2969,2
2970,2
2971,4
2972,8
2973,8
2974,3
2975,5
2976,10
2977,6
2978,5
2979,10
2980,8
2981,3
2982,4
2983,4
2984,6
2985,5
2986,1
2987,1
2988,9
2989,10
2990,7
2991,1
2992,5
2993,5
2994,9
2995,8
2996,8
2997,2
